RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899,coronary_beds_0900,extra_0999,burn_beds_1000,extra_1099,surg_icu_beds_1100,extra_1199,oth_spec_beds_1200,extra_1299,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899,coronary_bed_days_0900,extra_days_0999,burn_bed_days_1000,extra_days_1099,oth_spec_bed_days_1100,extra_days_1199,oth_spec_bed_days_1200,extra_days_1299,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,subtotal_acute_utilization,all_beds_utilization
645031,11,340113,5,2018-08-29,2016-01-01,2016-12-31,2016,365,f,689,49,68,20,14,,,,200,,,1040,132,13,,,,,,1185,23,,13685,15661,6137,2017,,,,63455,,,314107,44343,4323,,,,,,27609,,82.0000,
645042,1,40026,2,2018-06-05,2016-07-01,2017-06-30,2016,364,f,188,25,,,,,,,,,,213,,,,,,,,213,,,7747,,,,,,,,,,55333,,,,,,,,5744,,71.0000,
645043,4,40152,2,2017-06-01,2016-04-01,2016-12-31,2016,274,f,20,,,,,,,,,,,20,,,,,,,,20,,,,,,,,,,,,,1345,,,,,,,,52,,24.0000,
645044,4,40153,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,59,8,,,,,,,,,,67,12,,,,,,,79,,,1011,,,,,,,,,,3916,1743,,,,,,,719,,16.0000,
645071,2,120028,5,2019-03-07,2016-07-01,2017-06-30,2016,364,f,29,4,,,,,,,,,,33,,,,,,,,33,,,886,,,,,,,,,,6564,,,,,,,,,,54.0000,
645076,10,144021,2,2017-11-27,2016-07-01,2017-06-30,2016,364,f,147,,,,,,,,,,,147,,,,,,,,147,,,,,,,,,,,,,48513,,,,,,,,,,90.0000,
645078,2,160057,2,2017-12-04,2016-07-01,2017-06-30,2016,364,f,126,12,,,,,,,,,,138,,11,,160,,,6,315,,,1953,,,,,,,,,,23951,,1668,,4491,49821,,1308,2016,,47.0000,
645079,1,161304,2,2018-03-07,2016-07-01,2017-06-30,2016,364,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,912,,,,,,,,231,,11.0000,
640513,2,251300,1,2019-01-02,2017-08-01,2018-07-31,2017,364,f,25,,,,,,,,,,,25,10,,,,,,,35,,,,,,,,,,,,,4183,1968,,,,,,,424,,45.0000,
640579,11,100276,1,2018-11-30,2017-07-01,2018-06-30,2017,364,f,130,16,,35,15,,,,,,,196,,,,,,,,196,,,3984,,8518,2560,,,,,,,45995,,,,,,,,8394,,64.0000,
660052,1,450237,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,323,49,,,,,,,,5,,377,,,,,,,,377,8,,10414,,,,,,,,453,,84354,,,,,,,,8982,,61.0000,
660070,10,64003,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,94,,,,,,,,,,,94,,,,,,,,94,,,,,,,,,,,,,32005,,,,,,,,,,93.0000,
660075,1,150015,5,2019-11-25,2018-01-01,2018-12-31,2018,364,t,135,14,,,,,,,,,,149,18,16,,,,,,183,,,3083,,,,,,,,,,21130,2647,475,,,,,,4138,,38.0000,
660082,1,160064,5,2019-11-26,2018-07-01,2019-06-30,2018,364,t,187,18,,,,,,,,,,205,,8,,22,,,,235,6,,4463,,,,,,,,,,44005,,1234,,7225,,,,2002,,58.0000,
660086,2,160153,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,138,19,,,,,,,,,,157,,20,,20,,,,197,5,,5131,,,,,,,,,,41831,,3929,,5384,,,,2902,,73.0000,
660091,9,170110,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,26,,,,,,,,,,,26,,,,,,,,26,,,,,,,,,,,,,2326,,,,,,,,137,,24.0000,
660097,2,210009,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,822,66,,12,79,,,24,,,,1003,,,,,,,,1003,10,,20054,,3709,26059,,,7117,,,,311296,,,,,,,,4190,,85.0000,
660099,2,214000,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,337,,,,,,,,,,,337,,,,,,,,337,,,,,,,,,,,,,108748,,,,,,,,,,88.0000,
660105,2,231318,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,22,3,,,,,,,,,,25,,,,,,,,25,,,148,,,,,,,,,,2271,,,,,,,,306,,24.0000,
660106,2,231323,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,21,4,,,,,,,,,,25,,,,50,,,,75,,,,,,,,,,,,,1537,,,,17598,,,,122,,16.0000,
660107,2,231333,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,20,5,,,,,,,,,,25,,,,,,,,25,,,256,,,,,,,,,,3507,,,,,,,,123,,38.0000,
660127,10,264008,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,65,,,,,,,,,,,65,,,,,,,,65,,,,,,,,,,,,,23138,,,,,,,,,,97.0000,
660134,10,314011,1,2019-12-04,2018-07-01,2019-06-30,2018,364,t,64,,,,,,,,,,,64,,,,,,,,64,,,,,,,,,,,,,11008,,,,,,,,,,47.0000,
660139,8,370008,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,254,52,,25,,,,,,,,331,20,30,,,,,,381,,,8818,,4151,,,,,,,,67721,4588,6358,,,,,,6410,,56.0000,
660173,2,54089,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,13,,,,,,,,,,,13,,,,378,,,,391,,,,,,,,,,,,,3836,,,,124924,,,,,,81.0000,
660206,2,111320,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,15,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,4508,,,,,,,,267,,82.0000,
660215,10,160058,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,497,,26,24,,17,,36,,88,28,716,73,,,,,,,789,7,,,8234,7293,,5305,,11343,,12473,7103,215669,26302,,,,,,,6832,,82.0000,
660228,4,193074,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,15,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,4177,,,,,,,,,,76.0000,
660238,4,260027,5,2019-11-22,2018-01-01,2018-12-31,2018,364,t,283,28,19,,,,,,,,,330,82,30,,,,,,442,11,,10038,2565,,,,,,,,,90052,21338,7961,,,,,,5038,,74.0000,
660250,1,261316,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,2194,,,,,,,,343,,24.0000,
660251,1,261317,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,18,,,,,,,,,,,18,,,,,,,,18,,,,,,,,,,,,,1074,,,,,,,,307,,16.0000,
614433,1,41329,5,2017-12-21,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1612,,,,,,,,179,,17.0000,
614626,2,281352,1,2018-01-02,2016-08-01,2017-07-31,2016,364,f,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,2888,,,,,,,,207,,33.0000,
614834,11,451331,1,2017-12-29,2016-08-01,2017-07-31,2016,364,f,21,,,,,,,,,,,21,,,,,,,,21,,,,,,,,,,,,,2095,,,,,,,3775,71,,27.0000,
615113,4,194094,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,7572,,,,,,,,,,86.0000,
615164,2,141317,5,2017-12-22,2015-10-01,2016-09-30,2016,365,f,23,2,,,,,,,,,,25,,,,5,,37,,67,,,30,,,,,,,,,,3303,,,,636,,12830,,302,,36.0000,
646486,4,32005,2,2017-10-30,2016-06-01,2017-05-31,2016,364,f,39,,,,,,,,,,,39,,,,,,,,39,,,,,,,,,,,,,8997,,,,,,,,,,63.0000,
615388,13,400124,1,2018-01-09,2016-07-01,2017-06-30,2016,364,f,71,87,,,,,,,,,,158,,,,,,,,158,,,18666,,,,,,,,,,39356,,,,,,,,,,68.0000,
645112,2,230093,2,2018-02-07,2016-07-01,2017-06-30,2016,364,f,45,4,,,,,,,,,,49,,,,,,,,49,,,837,,,,,,,,,,6053,,,,,,,,458,,33.0000,
645120,6,250126,2,2017-09-01,2016-04-01,2017-03-31,2016,364,f,29,,,,,,,,,,,29,12,,,,,,,41,,,,,,,,,,,,,2173,1538,,,,,,,673,,20.0000,
645123,5,280127,2,2017-05-26,2016-01-01,2016-12-31,2016,365,f,21,,,,,,,,,,,21,,,,,,,,21,,,,,,,,,,,,,2920,,,,,,,,,,38.0000,
645127,2,310051,1,2017-05-30,2016-01-01,2016-12-31,2016,365,f,388,30,,10,,,,,,15,,443,24,,,,,,,467,,,7255,,1820,,,,,,2226,,97902,6510,,,,,,,4397,,60.0000,
645129,10,334043,2,2018-01-31,2016-04-01,2017-03-31,2016,364,f,292,,,,,,,,,,,292,,,,,,,,292,,,,,,,,,,,,,94532,,,,,,,,,,88.0000,
645385,6,503301,2,2018-06-05,2017-01-01,2017-12-31,2017,364,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645161,4,400003,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,121,10,,,,,,,,,,131,,,,,,,,131,,,2961,,,,,,,,,,33825,,,,,,,,,,70.0000,
645162,2,400013,2,2017-08-31,2016-04-01,2017-03-31,2016,364,f,189,36,,,,,,,,,,225,,,,,,,,225,,,5248,,,,,,,,,,63944,,,,,,,,,,78.0000,
645163,4,400110,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,74,11,,,,,,,,,,85,30,,,,,,,115,,,2752,,,,,,,,,,16647,8226,,,,,,,,,53.0000,
645207,2,521310,2,2018-01-12,2015-10-01,2016-06-30,2016,273,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,1799,,,,,,,,156,,29.0000,
645217,10,50025,5,2018-08-31,2016-07-01,2017-06-30,2016,364,f,454,,,44,,18,,41,,65,,622,32,,,,,,,654,,,,,12171,,4955,,13362,,12433,,177324,9661,,,,,,,4613,,78.0000,
645223,10,50599,5,2018-04-12,2016-07-01,2017-06-30,2016,364,f,429,30,10,,,12,,28,,24,49,582,,19,,,,,,601,,,9793,3380,,,4282,,9228,,7667,13520,182453,,5233,,,,,,1725,,86.0000,
645224,4,50735,1,2017-11-28,2016-07-01,2017-06-30,2016,364,f,140,16,,,,,,,,,,156,,,,22,,,,178,,,2791,,,,,,,,,,36150,,,,7910,,,,,,63.0000,
645226,7,30084,2,2017-07-03,2015-10-01,2016-09-30,2016,365,f,60,,,,,,,,,,,60,,,,,,,,60,,,,,,,,,,,,,5113,,,,,,,,,,23.0000,
645227,2,40114,1,2017-05-26,2016-01-01,2016-12-31,2016,365,f,503,36,,18,175,,,18,,,,750,16,,,44,,,,810,23,,10270,,5565,23773,,,5748,,,,151762,4796,,,4784,,,,10678,,55.0000,
645252,2,144035,2,2017-11-27,2016-07-01,2017-06-30,2016,364,f,110,,,,,,,,,,,110,,,,,,,,110,,,,,,,,,,,,,31164,,,,,,,,,,77.0000,
645254,2,190118,2,2017-02-28,2015-10-01,2016-09-30,2016,365,f,34,,,,,,,,,,,34,,,,,,,,34,,,,,,,,,,,,,2084,,,,,,,,1072,,16.0000,
645255,11,190208,2,2017-11-03,2016-06-01,2017-05-31,2016,364,f,23,,,,,,,,,,,23,,,,,,,,23,,,,,,,,,,,,,1787,,,,,,,,528,,21.0000,
645274,4,250128,1,2017-06-01,2016-01-01,2016-12-31,2016,365,f,84,6,,,,,,,,,,90,22,,,,,,,112,,,715,,,,,,,,,,11710,1854,,,,,,,458,,35.0000,
645276,2,310002,5,2017-07-12,2016-01-01,2016-12-31,2016,365,f,214,50,,119,,,,,,69,,452,28,,,,,,,480,,,16882,,33794,,,,,,15028,,119422,10003,,,,,,,2755,,72.0000,
645277,2,310076,5,2018-10-24,2016-01-01,2016-12-31,2016,365,f,385,130,,12,,,,,,56,,583,,,,,,,,583,,,46256,,4124,,,,,,12981,,156419,,,,,,,,1497,,73.0000,
645283,1,370013,5,2019-01-14,2016-07-01,2017-06-30,2016,364,f,244,36,,,,,,,,28,,308,,,,,,,,308,,,7846,,,,,,,,9543,,83216,,,,,,,,1665,,74.0000,
645285,13,372017,2,2018-03-27,2016-07-01,2017-06-23,2016,357,t,60,,,,,,,,,,,60,,,,,,,,60,,,,,,,,,,,,,58,,,,,,,,,,0.0000,
645288,4,390180,5,2018-12-03,2016-07-01,2016-12-31,2016,183,f,277,25,,15,,14,,,,18,,349,52,38,,,,,,449,,,1195,,2744,,1355,,,,1564,,33854,6971,4578,,,,,10705,2991,,53.0000,
645289,2,390231,1,2017-12-05,2016-07-01,2017-06-30,2016,364,f,483,33,,,,,34,17,,,,567,23,23,,,,,,613,21,,9170,,,,,8555,5749,,,,132316,5583,4915,,,,,,19838,,64.0000,
645290,2,390263,5,2018-11-29,2016-07-01,2017-06-30,2016,364,f,194,30,,,,,,,,,,224,,,,,,,,224,,,4450,,,,,,,,,,44897,,,,,,,,3716,,55.0000,
645291,4,400011,2,2017-08-21,2016-01-01,2016-12-31,2016,365,f,67,4,,,,,,,,,,71,,,,,,,,71,,,985,,,,,,,,,,12622,,,,,,,,,,48.0000,
645293,4,400126,2,2017-06-01,2016-01-01,2016-12-31,2016,365,f,76,6,,,,,,,,,,82,,,,,,,,82,,,1638,,,,,,,,,,15086,,,,,,,,,,50.0000,
645294,4,400131,2,2017-06-20,2016-01-01,2016-12-31,2016,365,f,40,4,,,,,,,,,,44,,,,,,,,44,,,72,,,,,,,,,,13144,,,,,,,,,,81.0000,
645298,2,430093,2,2017-11-29,2016-07-01,2017-06-30,2016,364,f,6,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,178,,,,,,,,365,,8.0000,
645309,2,670004,5,2018-12-06,2016-07-01,2017-06-30,2016,364,f,44,,,,,,,,,,,44,,,,,,,,44,,,,,,,,,,,,,5097,,,,,,,,504,,31.0000,
645320,1,51993,2,2017-09-01,2016-04-01,2017-03-31,2016,364,f,13,,,,,,,,,,,13,,,,,,63,,76,,,,,,,,,,,,,1747,,,,,,12348,,,,36.0000,
645327,4,110201,2,2018-06-08,2016-07-01,2017-06-30,2016,364,f,73,12,,,,,,,,,,85,,,,,,,,85,,,1354,,,,,,,,,,9807,,,,,,,,613,,31.0000,
645340,1,230259,2,2017-12-26,2016-07-01,2017-06-30,2016,364,f,91,6,,,,,,,,,,97,30,6,,,,,,133,,,856,,,,,,,,,,10785,6102,584,,,,,,2185,,30.0000,
645384,12,492001,2,2017-11-30,2016-07-01,2017-06-30,2016,364,f,104,,,,,,,,,,,104,,,,132,60,,,296,,,,,,,,,,,,,25709,,,,38717,19720,,,,,67.0000,
645388,4,10022,2,2017-08-31,2016-04-01,2017-03-31,2016,364,f,45,,,,,,,,,,,45,,,,,,,,45,,,,,,,,,,,,,4349,,,,,,,,243,,26.0000,
645426,2,230003,2,2018-02-12,2016-07-01,2017-06-30,2016,364,f,50,7,,,,,,,,,,57,,,,,,,,57,,,538,,,,,,,,,,7682,,,,,,,,577,,37.0000,
645430,9,281307,4,2017-09-19,2016-07-01,2017-06-30,2016,364,f,16,,,,,,,,,,,16,,,,60,,,,76,,,,,,,,,,,,,713,,,,18865,,,,99,,12.0000,
645440,1,370047,2,2018-02-20,2016-07-01,2017-06-30,2016,364,f,127,13,,,,,,,,,,140,20,20,,,,,,180,,,1952,,,,,,,,,,23391,2536,3581,,,,,,2182,,45.0000,
640605,3,33025,5,2018-12-21,2017-01-01,2017-12-31,2017,364,f,60,,,,,,,,,,,60,,,,,,,,60,,,,,,,,,,,,,12940,,,,,,,,,,59.0000,
660129,10,264025,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,50,,,,,,,,,,,50,,,,,,,,50,,,,,,,,,,,,,17845,,,,,,,,,,98.0000,
660130,10,264028,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,28,,,,,,,,,,,28,,,,,,,,28,,,,,,,,,,,,,5175,,,,,,,,,,50.0000,
660132,9,281316,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,13,,,,,,,,,,,13,,,,,,,,13,,,,,,,,,,,,,386,,,,,,,,28,,8.0000,
660141,1,371313,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,1983,,,,,,,,347,,21.0000,
660149,2,391305,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,6437,,,,,,,,422,,70.0000,
660281,9,370056,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,128,20,,39,,,,,,,,187,12,30,,,,,,229,,,4736,,8813,,,,,,,,45902,1982,3015,,,,,,2070,,67.0000,
660285,9,381304,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,19,,,,,,,,,,,19,,,,,,,,19,,,,,,,,,,,,,1951,,,,,,,,170,,28.0000,
660287,11,381312,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,17,,,,,,,,,,,17,,,,,,,,17,,,,,,,,,,,,,2822,,,,,,,,368,,45.0000,
660297,2,390183,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,43,6,,,,,,,,,,49,,,,48,,,,97,,,1396,,,,,,,,,,8793,,,,15627,,,,1212,,49.0000,
660309,10,400061,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,200,15,,,,,,,,,,215,,,,,,,,215,16,,4700,,,,,,,,,,63672,,,,,,,,,,81.0000,
660337,2,500001,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,147,32,,,,,,,,,,179,27,,,,,,,206,,,7962,,,,,,,,,,41077,10057,,,,,,,2537,,63.0000,
660348,4,10022,1,2019-11-27,2018-06-01,2019-06-30,2018,394,t,45,,,,,,,,,,,45,,,,,,,,45,,,,,,,,,,,,,4311,,,,,,,,346,,24.0000,
660360,2,60129,5,2019-11-26,2018-04-12,2018-06-30,2018,79,f,22,,,,,,,,,,,22,,,,,,,,22,,,,,,,,,,,,,219,,,,,,,,31,,12.0000,
660366,2,110015,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,34,6,,,,,,,,,,40,92,,,,,,,132,,,1679,,,,,,,,,,12727,25443,,,,,,,2911,,87.0000,
645462,2,10044,2,2017-09-29,2015-10-01,2016-09-30,2016,365,f,32,4,,,,,,,,,,36,,,,79,,,,115,,,,,,,,,,,,,3966,,,,26810,,,,243,,30.0000,
645472,12,190114,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,32,4,,,,,,,,,,36,10,,,,,,,46,,,783,,,,,,,,,,5882,1079,,,,,,,425,,44.0000,
645492,4,370225,2,2017-06-02,2016-01-01,2016-12-31,2016,365,f,9,,,,,,,,,,,9,,,,,,,,9,,,,,,,,,,,,,560,,,,,,,,1163,,17.0000,
645537,4,100242,2,2017-06-30,2016-02-01,2017-01-31,2016,365,f,164,20,,,,,,,,28,4,216,,,,,,,,216,,,5972,,,,,,,,5721,691,54156,,,,,,,,5410,,68.0000,
645538,2,100277,2,2017-11-30,2016-07-01,2017-06-30,2016,364,f,32,,,,,,,,,,,32,,,,422,,,,454,,,,,,,,,,,,,2098,,,,144963,,,,,,18.0000,
645556,2,180049,2,2018-12-31,2016-09-01,2017-08-31,2016,364,f,65,8,,,,,,,,,,73,,,,,,,,73,,,1955,,,,,,,,,,12226,,,,,,,,2484,,46.0000,
645558,11,190020,2,2018-03-27,2016-07-01,2017-06-30,2016,364,f,95,8,8,,,,,,,2,,113,,30,,39,,,,182,,,1783,1374,,,,,,,40,,17579,,3092,,12935,,,,3167,,42.0000,
645572,2,241344,2,2017-05-01,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,,,,50,,,,75,,,,,,,,,,,,,3050,,,,17750,,,,256,,33.0000,
645588,2,360032,2,2018-07-02,2016-01-01,2016-12-31,2016,365,f,34,6,,,,,,,,,,40,,3,,10,,,,53,,,363,,,,,,,,,,4593,,460,,1957,,,,1074,,31.0000,
645596,2,360218,2,2017-05-31,2016-01-01,2016-12-31,2016,365,f,181,13,,25,,,,,,,,219,,8,,,,,,227,,,2935,,2418,,,,,,,,27438,,2277,,,,,,4526,,34.0000,
645616,4,460017,2,2018-07-20,2016-09-01,2017-08-31,2016,364,f,40,,,,,,,,,,,40,,,,,,,,40,,,,,,,,,,,,,3121,,,,,,,,386,,21.0000,
645627,1,50121,5,2019-03-22,2016-01-01,2016-12-31,2016,365,f,208,22,,,,,,,,,,230,,,,,,,,230,,,3173,,,,,,,,,,49554,,,,,,,,2004,,59.0000,
645629,1,50225,5,2019-03-21,2016-01-01,2016-12-31,2016,365,f,88,12,,,,,,,,,,100,,,,,,,,100,,,2283,,,,,,,,,,17469,,,,,,,23835,748,,47.0000,
645635,2,100006,3,2018-04-04,2015-10-01,2016-09-30,2016,365,f,1151,72,,40,,,,,159,,,1422,72,53,,,,,,1547,30,,18240,,7189,,,,,42035,,,375997,21020,11670,,,,,,25318,,72.0000,
645636,4,100187,2,2018-03-02,2016-01-01,2016-12-31,2016,365,f,292,57,,,,,,,,15,,364,,,,,,,,364,10,,15566,,,,,,,,2623,,88210,,,,,,,,13245,,66.0000,
645642,4,141348,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,25,,,,,,,,,,,25,,,,,,,,25,,,,,,,,,,,,,5594,,,,,,,,347,,61.0000,
645644,2,150006,2,2018-01-19,2016-03-01,2016-12-31,2016,305,f,109,20,,,,,,,,,,129,,,,,,,,129,,,3445,,,,,,,,,,16576,,,,,,,,2240,,42.0000,
645652,4,190099,2,2017-12-11,2016-01-01,2016-08-31,2016,243,f,49,2,,,,,,,,,,51,,,,,,,,51,,,140,,,,,,,,,,2455,,,,,,,,,,19.0000,
645660,2,230110,2,2018-02-01,2016-07-01,2017-06-30,2016,364,f,43,6,,,,,,,,,,49,,,,,,,,49,,,1098,,,,,,,,,,7935,,,,,,,,586,,44.0000,
645666,8,241342,2,2017-03-02,2015-10-01,2016-09-30,2016,365,f,25,,,,,,,,,,,25,,,,64,,,,89,,,,,,,,,,,,,1714,,,,18616,,,,306,,18.0000,
645677,1,380060,5,2019-03-21,2016-01-01,2016-12-31,2016,365,f,156,12,,,,,,,,,,168,43,,,,,,,211,,,2388,,,,,,,,,,30501,12829,,,,,,,1319,,49.0000,
645678,4,390084,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,63,7,,,,,,,,,,70,,,,,,,,70,,,23,,,,,,,,,,6050,,,,,,,,372,,23.0000,
645725,6,283025,2,2017-12-04,2016-07-01,2017-06-30,2016,364,f,60,,,,,,,,,,,60,,,,87,,38,,185,,,,,,,,,,,,,19036,,,,29353,,11759,,,,87.0000,
645735,4,450558,2,2018-02-01,2016-09-01,2017-08-31,2016,364,f,148,20,16,,,,,,,,,184,,,,19,,,,203,,,2955,289,,,,,,,,,28413,,,,1273,,,,2464,,42.0000,
645741,4,10104,5,2019-03-13,2016-07-01,2017-06-30,2016,364,f,266,72,13,,,,,,,,,351,12,17,,,,,,380,,,20487,2547,,,,,,,,,89304,3690,5027,,,,,,2483,,69.0000,
645751,4,100126,2,2017-02-24,2015-10-01,2016-09-30,2016,365,f,149,18,,,,,,,,,,167,,20,,,,,,187,,,3942,,,,,,,,,,28861,,4568,,,,,,1623,,47.0000,
645757,10,134010,2,2017-12-19,2016-07-01,2017-06-30,2016,364,f,90,,16,,,,,,,,,106,,,,29,,,,135,,,,4574,,,,,,,,,32686,,,,9989,,,,,,84.0000,
645759,11,140089,2,2017-12-04,2016-07-01,2017-06-30,2016,364,f,38,7,,,,,,,,,,45,12,,,,,,,57,3,,653,,,,,,,,,,5317,1378,,,,,,,373,,32.0000,
645765,2,170105,2,2017-12-01,2016-07-01,2017-06-30,2016,364,f,27,7,,,,,,,,,,34,,,,,,,,34,,,244,,,,,,,,,,3470,,,,,,,,529,,28.0000,
641435,4,54146,1,2019-01-21,2017-07-01,2018-06-30,2017,364,f,26,,,,,,,,,,,26,,,,,,,,26,,,,,,,,,,,,,7536,,,,,,,,,,79.0000,
642330,2,143300,1,2019-02-01,2017-09-01,2018-08-31,2017,364,t,168,40,,44,,,,,,60,,312,,,,,,,,312,,,12614,,12559,,,,,,15118,,83423,,,,,,,,7757,,73.0000,
660354,11,50261,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,118,10,,,,,,,,,,128,,,,35,,,,163,,,1637,,,,,,,,,,26404,,,,12348,,,,1076,,56.0000,
660400,2,250049,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,17,,,,,,,,,,,17,14,,,,,,,31,,,,,,,,,,,,,1297,3522,,,,,,,,,20.0000,
660456,2,440091,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,363,34,,14,,,,12,,,,423,,,,,,,,423,,,9097,,3905,,,,3424,,,,112291,,,,,,,,10975,,72.0000,
660458,2,440152,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,164,,,,,14,,,,18,92,288,,24,,14,,,,326,19,,,,,,4449,,,,5541,17349,84031,,6373,,4906,,,,5094,,80.0000,
660466,4,450058,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,1166,151,140,,,,,,,,,1457,38,72,,,,,,1567,20,,30791,31812,,,,,,,,,271393,8113,17387,,,,,,19364,,51.0000,
660470,2,450347,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,84,6,,,,,,,,,,90,,6,,,,,,96,5,,1078,,,,,,,,,,20254,,883,,,,,,1840,,61.0000,
660478,2,520063,1,2019-11-12,2018-07-01,2019-06-30,2018,364,t,64,6,,,,,,,,,,70,,,,,,,,70,,,1101,,,,,,,,,,14418,,,,,,,,1444,,56.0000,
660479,2,520103,1,2019-11-12,2018-07-01,2019-06-30,2018,364,t,146,15,8,,,,,,,,,169,16,17,,,,,,202,,,1896,369,,,,,,,,,30659,4518,2749,,,,,,3873,,49.0000,
660480,2,520177,1,2019-11-12,2018-07-01,2019-06-30,2018,364,t,474,107,,,,,,,,,,581,,26,,,,,,607,,,27010,,,,,,,,,,176148,,6799,,,,,,8934,,83.0000,
660485,2,30055,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,176,20,,,,,,,,,,196,,18,,,,,12,226,,,4065,,,,,,,,,,39611,,2983,,,,,852,1426,,55.0000,
660491,9,50276,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,110,8,,,,,,,,6,,124,23,,,,,,,147,,,2579,,,,,,,,1217,,42614,6145,,,,,,,,,94.0000,
660519,2,140239,5,2019-11-27,2018-07-01,2019-06-30,2018,364,t,196,22,,,,,,,60,,,278,14,,,,,,,292,12,,5121,,,,,,,16773,,,67656,3251,,,,,,,7974,,66.0000,
660529,10,144016,1,2019-11-21,2018-07-01,2019-06-30,2018,364,t,24,,,,,,,,,,,24,,,,,,110,,134,,,,,,,,,,,,,4906,,,,,,33214,,,,56.0000,
660556,2,180018,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,76,14,,,,,,,,,,90,20,10,,7,,,3,130,4,,3263,,,,,,,,,,15369,4473,1194,,1987,,,731,2912,,46.0000,
660571,1,182002,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,23,,,,,,,,,,,23,,,,,,,,23,,,,,,,,,,,,,7451,,,,,,,,,,88.0000,
