zip,count,rate_10k,date
97203,236,76,2020-08-05
97204,-1,-1,2020-08-05
97205,15,19.5,2020-08-05
97206,211,44.3,2020-08-05
97209,94,62.9,2020-08-05
97210,29,26.6,2020-08-05
97211,119,38.1,2020-08-05
97212,57,23.6,2020-08-05
97213,96,32.9,2020-08-05
97214,113,47.5,2020-08-05
97215,39,23.8,2020-08-05
97216,87,55.8,2020-08-05
97217,127,40.4,2020-08-05
97218,85,58.4,2020-08-05
97219,121,31.3,2020-08-05
97220,175,61.4,2020-08-05
97221,28,24.1,2020-08-05
97222,149,42.6,2020-08-05
97223,184,39.4,2020-08-05
97224,110,35.3,2020-08-05
97225,91,37.6,2020-08-05
97227,14,36.4,2020-08-05
97229,143,24.6,2020-08-05
97230,339,85.3,2020-08-05
97231,13,30.4,2020-08-05
97232,25,21.8,2020-08-05
97233,519,131.8,2020-08-05
97236,533,144.6,2020-08-05
97239,35,24.7,2020-08-05
97266,227,68.2,2020-08-05
97267,107,34.7,2020-08-05
97301,403,75.3,2020-08-05
97302,150,40.4,2020-08-05
97303,290,75,2020-08-05
97304,181,63.6,2020-08-05
97305,382,95.1,2020-08-05
97306,172,62.9,2020-08-05
97317,158,64.9,2020-08-05
97321,64,25.7,2020-08-05
97322,82,24.1,2020-08-05
97324,-1,-1,2020-08-05
97325,32,48.4,2020-08-05
97327,-1,-1,2020-08-05
97330,80,19.3,2020-08-05
97331,-1,-1,2020-08-05
97333,32,15,2020-08-05
97338,32,16,2020-08-05
97341,-1,-1,2020-08-05
97344,-1,-1,2020-08-05
97347,-1,-1,2020-08-05
97348,-1,-1,2020-08-05
97351,51,49.5,2020-08-05
97352,13,23.2,2020-08-05
97355,76,26.6,2020-08-05
97358,0,0,2020-08-05
97360,-1,-1,2020-08-05
97361,27,24,2020-08-05
97362,29,66.9,2020-08-05
97365,309,287.6,2020-08-05
97366,-1,-1,2020-08-05
97367,30,31.9,2020-08-05
97368,-1,-1,2020-08-05
97370,20,24.2,2020-08-05
97374,-1,-1,2020-08-05
97375,10,79.9,2020-08-05
97376,-1,-1,2020-08-05
97378,10,11.3,2020-08-05
97380,10,40.8,2020-08-05
97381,79,53.7,2020-08-05
97383,42,43.8,2020-08-05
97385,18,55.3,2020-08-05
97386,16,11.8,2020-08-05
97389,-1,-1,2020-08-05
97391,15,28.1,2020-08-05
97392,18,34.7,2020-08-05
97394,-1,-1,2020-08-05
97396,-1,-1,2020-08-05
97401,83,20.5,2020-08-05
97402,84,16.7,2020-08-05
97403,19,16.3,2020-08-05
97404,36,11.2,2020-08-05
97405,47,10.5,2020-08-05
97408,23,19.6,2020-08-05
97411,-1,-1,2020-08-05
97415,11,7.8,2020-08-05
97417,-1,-1,2020-08-05
97419,-1,-1,2020-08-05
97420,29,10.6,2020-08-05
97423,-1,-1,2020-08-05
97424,16,9.1,2020-08-05
97426,12,12.4,2020-08-05
97431,-1,-1,2020-08-05
97435,-1,-1,2020-08-05
97437,-1,-1,2020-08-05
97438,-1,-1,2020-08-05
97439,18,12.5,2020-08-05
97442,0,0,2020-08-05
97443,-1,-1,2020-08-05
97444,-1,-1,2020-08-05
97446,10,20.8,2020-08-05
97448,-1,-1,2020-08-05
97449,0,0,2020-08-05
97452,-1,-1,2020-08-05
97454,0,0,2020-08-05
97455,-1,-1,2020-08-05
97456,-1,-1,2020-08-05
97457,-1,-1,2020-08-05
97458,-1,-1,2020-08-05
97459,41,29.1,2020-08-05
97462,-1,-1,2020-08-05
97463,-1,-1,2020-08-05
97465,0,0,2020-08-05
97467,-1,-1,2020-08-05
97469,-1,-1,2020-08-05
97470,31,15.5,2020-08-05
97471,24,8.2,2020-08-05
97477,52,14.1,2020-08-05
97478,64,17.3,2020-08-05
97479,35,36.8,2020-08-05
97487,-1,-1,2020-08-05
97488,-1,-1,2020-08-05
97495,-1,-1,2020-08-05
97496,-1,-1,2020-08-05
97497,0,0,2020-08-05
97498,-1,-1,2020-08-05
97499,0,0,2020-08-05
97501,126,29.9,2020-08-05
97502,49,17.7,2020-08-05
97503,61,57.9,2020-08-05
97504,66,14.9,2020-08-05
97520,17,6.9,2020-08-05
97523,-1,-1,2020-08-05
97524,23,15.9,2020-08-05
97525,-1,-1,2020-08-05
97526,40,11.7,2020-08-05
97527,26,7.7,2020-08-05
97530,14,20.2,2020-08-05
97532,-1,-1,2020-08-05
97535,-1,-1,2020-08-05
97537,-1,-1,2020-08-05
97538,0,0,2020-08-05
97539,-1,-1,2020-08-05
97540,14,17.7,2020-08-05
97541,-1,-1,2020-08-05
97544,0,0,2020-08-05
97601,75,33.4,2020-08-05
97603,73,24.7,2020-08-05
97623,-1,-1,2020-08-05
97624,-1,-1,2020-08-05
97630,29,56.9,2020-08-05
97632,-1,-1,2020-08-05
97633,11,80.8,2020-08-05
97641,0,0,2020-08-05
97701,163,27.6,2020-08-05
97702,153,37.7,2020-08-05
97703,77,23.2,2020-08-05
97707,-1,-1,2020-08-05
97708,-1,-1,2020-08-05
97720,-1,-1,2020-08-05
97734,16,57.4,2020-08-05
97738,-1,-1,2020-08-05
97739,11,10,2020-08-05
97741,97,81.4,2020-08-05
97753,-1,-1,2020-08-05
97754,39,21,2020-08-05
97756,93,27.7,2020-08-05
97759,16,25.4,2020-08-05
97760,22,32.6,2020-08-05
97761,185,464,2020-08-05
97801,350,162.6,2020-08-05
97813,-1,-1,2020-08-05
97814,30,24.2,2020-08-05
97818,194,466.5,2020-08-05
97820,0,0,2020-08-05
97824,-1,-1,2020-08-05
97826,10,92.2,2020-08-05
97827,11,41.9,2020-08-05
97828,-1,-1,2020-08-05
97836,12,60.5,2020-08-05
97838,1189,469.1,2020-08-05
97844,88,231.2,2020-08-05
97845,-1,-1,2020-08-05
97846,-1,-1,2020-08-05
97850,337,198.8,2020-08-05
97862,72,61.7,2020-08-05
97865,0,0,2020-08-05
97868,16,80.4,2020-08-05
97869,0,0,2020-08-05
97875,93,356.3,2020-08-05
97882,292,376.3,2020-08-05
97883,-1,-1,2020-08-05
97885,-1,-1,2020-08-05
97886,-1,-1,2020-08-05
97913,113,204.5,2020-08-05
97914,493,256.7,2020-08-05
97918,44,97,2020-08-05
