zip,count,rate_10k,date
97002,-1,-1,2020-05-12
97003,26,10.0,2020-05-12
97004,-1,-1,2020-05-12
97005,28,11.2,2020-05-12
97006,45,7.1,2020-05-12
97007,38,5.7,2020-05-12
97008,15,5.2,2020-05-12
97009,-1,-1,2020-05-12
97013,29,12.8,2020-05-12
97014,-1,-1,2020-05-12
97015,18,9.2,2020-05-12
97016,0,0.0,2020-05-12
97017,0,0.0,2020-05-12
97018,0,0.0,2020-05-12
97019,-1,-1,2020-05-12
97021,0,0.0,2020-05-12
97022,0,0.0,2020-05-12
97023,-1,-1,2020-05-12
97024,28,27.3,2020-05-12
97026,38,99.6,2020-05-12
97027,-1,-1,2020-05-12
97030,83,22.6,2020-05-12
97031,-1,-1,2020-05-12
97032,18,35.7,2020-05-12
97034,-1,-1,2020-05-12
97035,-1,-1,2020-05-12
97038,28,18.5,2020-05-12
97040,0,0.0,2020-05-12
97041,-1,-1,2020-05-12
97042,-1,-1,2020-05-12
97045,23,4.5,2020-05-12
97048,-1,-1,2020-05-12
97049,0,0.0,2020-05-12
97051,-1,-1,2020-05-12
97053,-1,-1,2020-05-12
97054,0,0.0,2020-05-12
97055,16,9.2,2020-05-12
97056,-1,-1,2020-05-12
97058,14,7.1,2020-05-12
97060,35,16.5,2020-05-12
97062,21,7.7,2020-05-12
97063,0,0.0,2020-05-12
97064,0,0.0,2020-05-12
97067,0,0.0,2020-05-12
97068,-1,-1,2020-05-12
97070,16,7.6,2020-05-12
97071,174,60.4,2020-05-12
97078,33,15.4,2020-05-12
97080,60,14.7,2020-05-12
97086,28,10.8,2020-05-12
97089,-1,-1,2020-05-12
97101,-1,-1,2020-05-12
97103,18,10.7,2020-05-12
97106,-1,-1,2020-05-12
97107,0,0.0,2020-05-12
97110,0,0.0,2020-05-12
97111,0,0.0,2020-05-12
97112,0,0.0,2020-05-12
97113,40,28.3,2020-05-12
97114,-1,-1,2020-05-12
97115,-1,-1,2020-05-12
97116,64,26.6,2020-05-12
97119,-1,-1,2020-05-12
97121,-1,-1,2020-05-12
97123,89,20.0,2020-05-12
97124,44,9.1,2020-05-12
97127,-1,-1,2020-05-12
97128,12,3.3,2020-05-12
97131,-1,-1,2020-05-12
97132,26,9.2,2020-05-12
97133,-1,-1,2020-05-12
97136,0,0.0,2020-05-12
97137,0,0.0,2020-05-12
97138,-1,-1,2020-05-12
97140,14,6.0,2020-05-12
97141,-1,-1,2020-05-12
97146,-1,-1,2020-05-12
97148,0,0.0,2020-05-12
97201,-1,-1,2020-05-12
97202,17,4.4,2020-05-12
97203,27,8.7,2020-05-12
97204,-1,-1,2020-05-12
97205,-1,-1,2020-05-12
97206,29,6.1,2020-05-12
97209,12,8.0,2020-05-12
97210,-1,-1,2020-05-12
97211,17,5.4,2020-05-12
97212,-1,-1,2020-05-12
97213,33,11.3,2020-05-12
97214,39,16.4,2020-05-12
97215,-1,-1,2020-05-12
97216,10,6.4,2020-05-12
97217,26,8.3,2020-05-12
97218,13,8.9,2020-05-12
97219,26,6.7,2020-05-12
97220,43,15.1,2020-05-12
97221,-1,-1,2020-05-12
97222,26,7.4,2020-05-12
97223,42,9.0,2020-05-12
97224,23,7.4,2020-05-12
97225,22,9.1,2020-05-12
97227,-1,-1,2020-05-12
97229,31,5.3,2020-05-12
97230,58,14.6,2020-05-12
97231,-1,-1,2020-05-12
97232,-1,-1,2020-05-12
97233,70,17.8,2020-05-12
97236,172,46.7,2020-05-12
97239,-1,-1,2020-05-12
97257,-1,-1,2020-05-12
97266,33,9.9,2020-05-12
97267,23,7.5,2020-05-12
97282,-1,-1,2020-05-12
97292,-1,-1,2020-05-12
97301,69,12.9,2020-05-12
97302,37,10.0,2020-05-12
97303,70,18.1,2020-05-12
97304,63,22.1,2020-05-12
97305,71,17.7,2020-05-12
97306,26,9.5,2020-05-12
97307,-1,-1,2020-05-12
97313,-1,-1,2020-05-12
97317,44,18.1,2020-05-12
97321,23,9.2,2020-05-12
97322,35,10.3,2020-05-12
97324,0,0.0,2020-05-12
97325,-1,-1,2020-05-12
97327,-1,-1,2020-05-12
97330,36,8.7,2020-05-12
97331,-1,-1,2020-05-12
97333,-1,-1,2020-05-12
97338,-1,-1,2020-05-12
97341,-1,-1,2020-05-12
97344,0,0.0,2020-05-12
97347,-1,-1,2020-05-12
97348,-1,-1,2020-05-12
97351,-1,-1,2020-05-12
97352,-1,-1,2020-05-12
97355,36,12.6,2020-05-12
97358,0,0.0,2020-05-12
97360,-1,-1,2020-05-12
97361,-1,-1,2020-05-12
97362,12,27.7,2020-05-12
97365,-1,-1,2020-05-12
97366,0,0.0,2020-05-12
97367,-1,-1,2020-05-12
97368,0,0.0,2020-05-12
97370,-1,-1,2020-05-12
97374,-1,-1,2020-05-12
97375,-1,-1,2020-05-12
97376,0,0.0,2020-05-12
97378,0,0.0,2020-05-12
97380,0,0.0,2020-05-12
97381,29,19.7,2020-05-12
97383,14,14.6,2020-05-12
97385,14,43.0,2020-05-12
97386,-1,-1,2020-05-12
97389,-1,-1,2020-05-12
97391,0,0.0,2020-05-12
97392,-1,-1,2020-05-12
97394,0,0.0,2020-05-12
97396,-1,-1,2020-05-12
97401,-1,-1,2020-05-12
97402,19,3.8,2020-05-12
97403,0,0.0,2020-05-12
97404,-1,-1,2020-05-12
97405,10,2.2,2020-05-12
97408,-1,-1,2020-05-12
97411,0,0.0,2020-05-12
97415,-1,-1,2020-05-12
97417,-1,-1,2020-05-12
97419,0,0.0,2020-05-12
97420,-1,-1,2020-05-12
97423,0,0.0,2020-05-12
97424,-1,-1,2020-05-12
97426,-1,-1,2020-05-12
97431,0,0.0,2020-05-12
97435,0,0.0,2020-05-12
97437,0,0.0,2020-05-12
