zip,count,rate_10k,date
97438,0,0.0,2020-05-12
97439,0,0.0,2020-05-12
97442,0,0.0,2020-05-12
97443,0,0.0,2020-05-12
97444,-1,-1,2020-05-12
97446,0,0.0,2020-05-12
97448,-1,-1,2020-05-12
97449,0,0.0,2020-05-12
97452,0,0.0,2020-05-12
97454,0,0.0,2020-05-12
97455,0,0.0,2020-05-12
97456,0,0.0,2020-05-12
97457,-1,-1,2020-05-12
97458,0,0.0,2020-05-12
97459,26,18.4,2020-05-12
97462,-1,-1,2020-05-12
97463,0,0.0,2020-05-12
97465,0,0.0,2020-05-12
97467,-1,-1,2020-05-12
97469,-1,-1,2020-05-12
97470,-1,-1,2020-05-12
97471,-1,-1,2020-05-12
97477,-1,-1,2020-05-12
97478,-1,-1,2020-05-12
97479,-1,-1,2020-05-12
97487,-1,-1,2020-05-12
97488,0,0.0,2020-05-12
97495,-1,-1,2020-05-12
97496,-1,-1,2020-05-12
97497,0,0.0,2020-05-12
97498,0,0.0,2020-05-12
97499,0,0.0,2020-05-12
97501,-1,-1,2020-05-12
97502,13,4.7,2020-05-12
97503,-1,-1,2020-05-12
97504,12,2.7,2020-05-12
97520,10,4.1,2020-05-12
97523,-1,-1,2020-05-12
97524,-1,-1,2020-05-12
97525,0,0.0,2020-05-12
97526,12,3.5,2020-05-12
97527,-1,-1,2020-05-12
97528,-1,-1,2020-05-12
97530,0,0.0,2020-05-12
97532,0,0.0,2020-05-12
97535,0,0.0,2020-05-12
97537,0,0.0,2020-05-12
97538,0,0.0,2020-05-12
97539,0,0.0,2020-05-12
97540,-1,-1,2020-05-12
97541,0,0.0,2020-05-12
97544,0,0.0,2020-05-12
97601,14,6.2,2020-05-12
97603,18,6.1,2020-05-12
97623,0,0.0,2020-05-12
97624,-1,-1,2020-05-12
97630,0,0.0,2020-05-12
97632,-1,-1,2020-05-12
97633,-1,-1,2020-05-12
97641,0,0.0,2020-05-12
97701,33,5.6,2020-05-12
97702,24,5.9,2020-05-12
97703,13,3.9,2020-05-12
97707,-1,-1,2020-05-12
97708,-1,-1,2020-05-12
97720,-1,-1,2020-05-12
97734,-1,-1,2020-05-12
97738,0,0.0,2020-05-12
97739,0,0.0,2020-05-12
97741,-1,-1,2020-05-12
97753,0,0.0,2020-05-12
97754,-1,-1,2020-05-12
97756,10,3.0,2020-05-12
97759,0,0.0,2020-05-12
97760,-1,-1,2020-05-12
97761,17,42.6,2020-05-12
97801,-1,-1,2020-05-12
97813,-1,-1,2020-05-12
97814,-1,-1,2020-05-12
97818,11,26.4,2020-05-12
97820,0,0.0,2020-05-12
97824,0,0.0,2020-05-12
97826,0,0.0,2020-05-12
97827,0,0.0,2020-05-12
97828,0,0.0,2020-05-12
97836,-1,-1,2020-05-12
97838,43,17.0,2020-05-12
97844,0,0.0,2020-05-12
97845,-1,-1,2020-05-12
97846,0,0.0,2020-05-12
97850,-1,-1,2020-05-12
97862,-1,-1,2020-05-12
97865,0,0.0,2020-05-12
97868,-1,-1,2020-05-12
97869,0,0.0,2020-05-12
97875,-1,-1,2020-05-12
97882,17,21.9,2020-05-12
97883,0,0.0,2020-05-12
97885,0,0.0,2020-05-12
97886,-1,-1,2020-05-12
97913,-1,-1,2020-05-12
97914,11,5.7,2020-05-12
97918,-1,-1,2020-05-12
