zip,count,rate_10k,date
97738,0,0.0,2020-06-17
97739,-1,-1,2020-06-17
97741,19,16.0,2020-06-17
97753,0,0.0,2020-06-17
97754,-1,-1,2020-06-17
97756,38,11.3,2020-06-17
97759,0,0.0,2020-06-17
97760,-1,-1,2020-06-17
97761,43,107.9,2020-06-17
97801,-1,-1,2020-06-17
97813,-1,-1,2020-06-17
97814,-1,-1,2020-06-17
97818,12,28.9,2020-06-17
97820,0,0.0,2020-06-17
97824,-1,-1,2020-06-17
97826,0,0.0,2020-06-17
97827,0,0.0,2020-06-17
97828,-1,-1,2020-06-17
97836,-1,-1,2020-06-17
97838,106,41.8,2020-06-17
97844,-1,-1,2020-06-17
97845,-1,-1,2020-06-17
97846,-1,-1,2020-06-17
97850,95,56.0,2020-06-17
97862,15,12.9,2020-06-17
97865,0,0.0,2020-06-17
97868,-1,-1,2020-06-17
97869,0,0.0,2020-06-17
97875,-1,-1,2020-06-17
97882,38,49.0,2020-06-17
97883,-1,-1,2020-06-17
97885,0,0.0,2020-06-17
97886,-1,-1,2020-06-17
97913,-1,-1,2020-06-17
97914,29,15.1,2020-06-17
97918,-1,-1,2020-06-17
