zip,count,rate_10k,date
97002,10,17.8,2020-06-17
97003,46,17.8,2020-06-17
97004,-1,-1,2020-06-17
97005,37,14.9,2020-06-17
97006,60,9.5,2020-06-17
97007,57,8.5,2020-06-17
97008,23,7.9,2020-06-17
97009,-1,-1,2020-06-17
97013,98,43.2,2020-06-17
97014,-1,-1,2020-06-17
97015,22,11.3,2020-06-17
97016,-1,-1,2020-06-17
97017,-1,-1,2020-06-17
97018,0,0.0,2020-06-17
97019,-1,-1,2020-06-17
97021,0,0.0,2020-06-17
97022,0,0.0,2020-06-17
97023,-1,-1,2020-06-17
97024,93,90.8,2020-06-17
97026,48,125.8,2020-06-17
97027,14,11.5,2020-06-17
97030,101,27.5,2020-06-17
97031,71,38.6,2020-06-17
97032,28,55.5,2020-06-17
97034,-1,-1,2020-06-17
97035,11,4.6,2020-06-17
97038,39,25.8,2020-06-17
97040,-1,-1,2020-06-17
97041,-1,-1,2020-06-17
97042,-1,-1,2020-06-17
97045,53,10.3,2020-06-17
97048,-1,-1,2020-06-17
97049,0,0.0,2020-06-17
97051,-1,-1,2020-06-17
97053,-1,-1,2020-06-17
97054,0,0.0,2020-06-17
97055,20,11.5,2020-06-17
97056,-1,-1,2020-06-17
97058,38,19.2,2020-06-17
97060,46,21.7,2020-06-17
97062,44,16.0,2020-06-17
97063,0,0.0,2020-06-17
97064,-1,-1,2020-06-17
97067,0,0.0,2020-06-17
97068,12,4.2,2020-06-17
97070,22,10.5,2020-06-17
97071,238,82.6,2020-06-17
97078,47,21.9,2020-06-17
97080,98,24.0,2020-06-17
97086,36,13.8,2020-06-17
97089,10,8.3,2020-06-17
97101,-1,-1,2020-06-17
97103,24,14.2,2020-06-17
97106,-1,-1,2020-06-17
97107,0,0.0,2020-06-17
97110,0,0.0,2020-06-17
97111,0,0.0,2020-06-17
97112,0,0.0,2020-06-17
97113,81,57.2,2020-06-17
97114,-1,-1,2020-06-17
97115,-1,-1,2020-06-17
97116,99,41.1,2020-06-17
97119,-1,-1,2020-06-17
97121,-1,-1,2020-06-17
97123,136,30.5,2020-06-17
97124,67,13.9,2020-06-17
97127,-1,-1,2020-06-17
97128,39,10.8,2020-06-17
97131,-1,-1,2020-06-17
97132,33,11.7,2020-06-17
97133,-1,-1,2020-06-17
97136,0,0.0,2020-06-17
97137,0,0.0,2020-06-17
97138,-1,-1,2020-06-17
97140,22,9.4,2020-06-17
97141,-1,-1,2020-06-17
97146,13,22.0,2020-06-17
97148,-1,-1,2020-06-17
97201,15,9.7,2020-06-17
97202,30,7.7,2020-06-17
97203,70,22.6,2020-06-17
97204,-1,-1,2020-06-17
97205,-1,-1,2020-06-17
97206,65,13.7,2020-06-17
97209,23,15.4,2020-06-17
97210,-1,-1,2020-06-17
97211,35,11.2,2020-06-17
97212,18,7.5,2020-06-17
97213,46,15.7,2020-06-17
97214,48,20.2,2020-06-17
97215,13,7.9,2020-06-17
97216,28,18.0,2020-06-17
97217,51,16.2,2020-06-17
97218,18,12.4,2020-06-17
97219,45,11.6,2020-06-17
97220,62,21.8,2020-06-17
97221,10,8.6,2020-06-17
97222,60,17.2,2020-06-17
97223,65,13.9,2020-06-17
97224,28,9.0,2020-06-17
97225,26,10.8,2020-06-17
97227,-1,-1,2020-06-17
97229,38,6.5,2020-06-17
97230,105,26.4,2020-06-17
97231,-1,-1,2020-06-17
97232,-1,-1,2020-06-17
97233,159,40.4,2020-06-17
97236,249,67.6,2020-06-17
97239,-1,-1,2020-06-17
97266,81,24.3,2020-06-17
97267,48,15.6,2020-06-17
97301,147,27.5,2020-06-17
97302,70,18.9,2020-06-17
97303,110,28.5,2020-06-17
97304,87,30.6,2020-06-17
97305,141,35.1,2020-06-17
97306,48,17.5,2020-06-17
97317,69,28.3,2020-06-17
97321,35,14.0,2020-06-17
97322,40,11.8,2020-06-17
97324,0,0.0,2020-06-17
97325,15,22.7,2020-06-17
97327,-1,-1,2020-06-17
97330,43,10.4,2020-06-17
97331,-1,-1,2020-06-17
97333,-1,-1,2020-06-17
97338,11,5.5,2020-06-17
97341,-1,-1,2020-06-17
97344,0,0.0,2020-06-17
97347,-1,-1,2020-06-17
97348,-1,-1,2020-06-17
97351,21,20.4,2020-06-17
97352,-1,-1,2020-06-17
97355,40,14.0,2020-06-17
97358,0,0.0,2020-06-17
97360,-1,-1,2020-06-17
97361,-1,-1,2020-06-17
97362,16,36.9,2020-06-17
97365,187,174.1,2020-06-17
97366,-1,-1,2020-06-17
97367,-1,-1,2020-06-17
97368,-1,-1,2020-06-17
97370,-1,-1,2020-06-17
97374,-1,-1,2020-06-17
97375,-1,-1,2020-06-17
97376,0,0.0,2020-06-17
97378,-1,-1,2020-06-17
97380,-1,-1,2020-06-17
97381,37,25.2,2020-06-17
97383,22,22.9,2020-06-17
97385,14,43.0,2020-06-17
97386,-1,-1,2020-06-17
97389,-1,-1,2020-06-17
97391,-1,-1,2020-06-17
97392,-1,-1,2020-06-17
97394,-1,-1,2020-06-17
97396,-1,-1,2020-06-17
97401,13,3.2,2020-06-17
97402,24,4.8,2020-06-17
97403,-1,-1,2020-06-17
97404,-1,-1,2020-06-17
97405,10,2.2,2020-06-17
97408,-1,-1,2020-06-17
97411,0,0.0,2020-06-17
97415,-1,-1,2020-06-17
97417,-1,-1,2020-06-17
97419,0,0.0,2020-06-17
97420,-1,-1,2020-06-17
97423,0,0.0,2020-06-17
97424,-1,-1,2020-06-17
97426,-1,-1,2020-06-17
97431,0,0.0,2020-06-17
97435,0,0.0,2020-06-17
97437,0,0.0,2020-06-17
97438,0,0.0,2020-06-17
97439,-1,-1,2020-06-17
97442,0,0.0,2020-06-17
97443,0,0.0,2020-06-17
97444,-1,-1,2020-06-17
97446,-1,-1,2020-06-17
97448,-1,-1,2020-06-17
97449,0,0.0,2020-06-17
97452,0,0.0,2020-06-17
97454,0,0.0,2020-06-17
97455,0,0.0,2020-06-17
97456,0,0.0,2020-06-17
97457,-1,-1,2020-06-17
97458,0,0.0,2020-06-17
97459,27,19.2,2020-06-17
97462,-1,-1,2020-06-17
97463,0,0.0,2020-06-17
97465,0,0.0,2020-06-17
97467,-1,-1,2020-06-17
97469,-1,-1,2020-06-17
97470,-1,-1,2020-06-17
97471,-1,-1,2020-06-17
97477,11,3.0,2020-06-17
97478,-1,-1,2020-06-17
97479,-1,-1,2020-06-17
97487,-1,-1,2020-06-17
97488,0,0.0,2020-06-17
97495,-1,-1,2020-06-17
97496,-1,-1,2020-06-17
97497,0,0.0,2020-06-17
97498,0,0.0,2020-06-17
97499,0,0.0,2020-06-17
97501,18,4.3,2020-06-17
97502,15,5.4,2020-06-17
97503,10,9.5,2020-06-17
97504,19,4.3,2020-06-17
97520,10,4.1,2020-06-17
97523,-1,-1,2020-06-17
97524,-1,-1,2020-06-17
97525,-1,-1,2020-06-17
97526,13,3.8,2020-06-17
97527,-1,-1,2020-06-17
97530,0,0.0,2020-06-17
97532,0,0.0,2020-06-17
97535,-1,-1,2020-06-17
97537,0,0.0,2020-06-17
97538,0,0.0,2020-06-17
97539,0,0.0,2020-06-17
97540,-1,-1,2020-06-17
97541,0,0.0,2020-06-17
97544,0,0.0,2020-06-17
97601,21,9.4,2020-06-17
97603,22,7.5,2020-06-17
97623,-1,-1,2020-06-17
97624,-1,-1,2020-06-17
97630,-1,-1,2020-06-17
97632,-1,-1,2020-06-17
97633,-1,-1,2020-06-17
97641,0,0.0,2020-06-17
97701,38,6.4,2020-06-17
97702,38,9.4,2020-06-17
97703,15,1.5,2020-06-17
97707,-1,-1,2020-06-17
97708,-1,-1,2020-06-17
97720,-1,-1,2020-06-17
97734,-1,-1,2020-06-17
