zip,count,rate_10k,date
97002,22,39.1,2020-07-22
97003,113,43.6,2020-07-22
97004,11,25.1,2020-07-22
97005,114,45.8,2020-07-22
97006,176,27.9,2020-07-22
97007,141,21.1,2020-07-22
97008,75,25.9,2020-07-22
97009,19,24.5,2020-07-22
97013,159,70.1,2020-07-22
97014,-1,-1,2020-07-22
97015,56,28.7,2020-07-22
97016,-1,-1,2020-07-22
97017,-1,-1,2020-07-22
97018,-1,-1,2020-07-22
97019,21,66.4,2020-07-22
97021,0,0,2020-07-22
97022,-1,-1,2020-07-22
97023,16,16.3,2020-07-22
97024,135,131.8,2020-07-22
97026,70,183.5,2020-07-22
97027,35,28.8,2020-07-22
97030,217,59.1,2020-07-22
97031,108,58.8,2020-07-22
97032,66,130.8,2020-07-22
97034,40,21.1,2020-07-22
97035,61,25.5,2020-07-22
97038,58,38.4,2020-07-22
97040,-1,-1,2020-07-22
97041,16,56.8,2020-07-22
97042,13,44.5,2020-07-22
97045,171,33.3,2020-07-22
97048,13,19.4,2020-07-22
97049,0,0,2020-07-22
97051,12,7.5,2020-07-22
97053,-1,-1,2020-07-22
97054,0,0,2020-07-22
97055,26,15,2020-07-22
97056,17,14.8,2020-07-22
97058,114,57.5,2020-07-22
97060,124,58.4,2020-07-22
97062,143,52.1,2020-07-22
97063,-1,-1,2020-07-22
97064,-1,-1,2020-07-22
97067,0,0,2020-07-22
97068,48,16.9,2020-07-22
97070,61,29.1,2020-07-22
97071,435,151,2020-07-22
97078,142,66.3,2020-07-22
97080,244,59.7,2020-07-22
97086,87,33.4,2020-07-22
97089,29,24.2,2020-07-22
97101,-1,-1,2020-07-22
97103,30,17.8,2020-07-22
97106,-1,-1,2020-07-22
97107,0,0,2020-07-22
97110,-1,-1,2020-07-22
97111,-1,-1,2020-07-22
97112,0,0,2020-07-22
97113,174,122.9,2020-07-22
97114,17,35.7,2020-07-22
97115,17,41.07,2020-07-22
97116,164,68,2020-07-22
97119,-1,-1,2020-07-22
97121,-1,-1,2020-07-22
97123,332,74.5,2020-07-22
97124,187,38.7,2020-07-22
97127,11,29.4,2020-07-22
97128,81,22.4,2020-07-22
97131,-1,-1,2020-07-22
97132,93,32.9,2020-07-22
97133,-1,-1,2020-07-22
97136,-1,-1,2020-07-22
97137,0,0,2020-07-22
97138,12,12,2020-07-22
97140,53,22.6,2020-07-22
97141,13,9.9,2020-07-22
97146,17,28.8,2020-07-22
97148,-1,-1,2020-07-22
97201,36,23.2,2020-07-22
97202,69,17.8,2020-07-22
97203,185,59.6,2020-07-22
97204,-1,-1,2020-07-22
97205,12,15.6,2020-07-22
97206,164,34.5,2020-07-22
97209,80,53.5,2020-07-22
97210,23,21.1,2020-07-22
97211,102,32.6,2020-07-22
97212,43,17.8,2020-07-22
97213,82,28,2020-07-22
97214,94,39.5,2020-07-22
97215,30,18.3,2020-07-22
97216,65,41.7,2020-07-22
97217,107,34,2020-07-22
97218,59,40.5,2020-07-22
97219,106,27.4,2020-07-22
97220,141,49.5,2020-07-22
97221,23,19.8,2020-07-22
97222,121,34.6,2020-07-22
97223,146,31.3,2020-07-22
97224,75,24.1,2020-07-22
97225,74,30.6,2020-07-22
97227,15,39,2020-07-22
97229,117,20.1,2020-07-22
97230,254,63.9,2020-07-22
97231,12,28,2020-07-22
97232,22,19.2,2020-07-22
97233,424,107.7,2020-07-22
97236,439,119.1,2020-07-22
97239,21,14.8,2020-07-22
97266,177,53.2,2020-07-22
97267,93,30.2,2020-07-22
97301,295,55.1,2020-07-22
97302,130,35,2020-07-22
97303,230,59.5,2020-07-22
97304,138,48.5,2020-07-22
97305,295,73.4,2020-07-22
97306,139,50.8,2020-07-22
97317,126,51.7,2020-07-22
97321,50,20.1,2020-07-22
97322,68,19.9,2020-07-22
97324,-1,-1,2020-07-22
97325,28,42.3,2020-07-22
