zip,count,rate_10k,date
97327,-1,-1,2020-07-22
97330,65,15.7,2020-07-22
97331,-1,-1,2020-07-22
97333,25,11.6,2020-07-22
97338,20,9.9,2020-07-22
97341,-1,-1,2020-07-22
97344,-1,-1,2020-07-22
97347,-1,-1,2020-07-22
97348,-1,-1,2020-07-22
97351,28,27.2,2020-07-22
97352,11,19.6,2020-07-22
97355,62,21.7,2020-07-22
97358,0,0,2020-07-22
97360,-1,-1,2020-07-22
97361,15,13.3,2020-07-22
97362,28,64.5,2020-07-22
97365,299,278.3,2020-07-22
97366,-1,-1,2020-07-22
97367,20,21.2,2020-07-22
97368,-1,-1,2020-07-22
97370,17,20.6,2020-07-22
97374,-1,-1,2020-07-22
97375,-1,-1,2020-07-22
97376,0,0,2020-07-22
97378,-1,-1,2020-07-22
97380,-1,-1,2020-07-22
97381,61,41.5,2020-07-22
97383,38,39.6,2020-07-22
97385,16,49.1,2020-07-22
97386,13,9.6,2020-07-22
97389,-1,-1,2020-07-22
97391,15,28.1,2020-07-22
97392,18,34.7,2020-07-22
97394,-1,-1,2020-07-22
97396,-1,-1,2020-07-22
97401,69,17,2020-07-22
97402,64,12.7,2020-07-22
97403,17,14.6,2020-07-22
97404,29,9,2020-07-22
97405,45,10.1,2020-07-22
97408,18,15.4,2020-07-22
97411,0,0,2020-07-22
97415,-1,-1,2020-07-22
97417,-1,-1,2020-07-22
97419,0,0,2020-07-22
97420,23,8.4,2020-07-22
97423,-1,-1,2020-07-22
97424,11,6.3,2020-07-22
97426,10,10.3,2020-07-22
97431,-1,-1,2020-07-22
97435,-1,-1,2020-07-22
97437,0,0,2020-07-22
97438,-1,-1,2020-07-22
97439,14,9.8,2020-07-22
97442,0,0,2020-07-22
97443,-1,-1,2020-07-22
97444,-1,-1,2020-07-22
97446,-1,-1,2020-07-22
97448,-1,-1,2020-07-22
97449,0,0,2020-07-22
97452,0,0,2020-07-22
97454,0,0,2020-07-22
97455,-1,-1,2020-07-22
97456,0,0,2020-07-22
97457,-1,-1,2020-07-22
97458,-1,-1,2020-07-22
97459,39,27.7,2020-07-22
97462,-1,-1,2020-07-22
97463,-1,-1,2020-07-22
97465,0,0,2020-07-22
97467,-1,-1,2020-07-22
97469,-1,-1,2020-07-22
97470,20,10,2020-07-22
97471,14,4.8,2020-07-22
97477,32,8.7,2020-07-22
97478,46,12.4,2020-07-22
97479,13,13.7,2020-07-22
97487,-1,-1,2020-07-22
97488,-1,-1,2020-07-22
97495,-1,-1,2020-07-22
97496,-1,-1,2020-07-22
97497,0,0,2020-07-22
97498,-1,-1,2020-07-22
97499,0,0,2020-07-22
97501,64,15.2,2020-07-22
97502,36,13,2020-07-22
97503,36,34.2,2020-07-22
97504,44,9.9,2020-07-22
97520,12,4.9,2020-07-22
97523,-1,-1,2020-07-22
97524,16,11.1,2020-07-22
97525,-1,-1,2020-07-22
97526,28,8.2,2020-07-22
97527,16,4.7,2020-07-22
97530,10,14.5,2020-07-22
97532,-1,-1,2020-07-22
97535,-1,-1,2020-07-22
97537,-1,-1,2020-07-22
97538,0,0,2020-07-22
97539,-1,-1,2020-07-22
97540,-1,-1,2020-07-22
97541,0,0,2020-07-22
97544,0,0,2020-07-22
97601,54,24,2020-07-22
97603,60,20.3,2020-07-22
97623,-1,-1,2020-07-22
97624,-1,-1,2020-07-22
97630,26,51,2020-07-22
97632,-1,-1,2020-07-22
97633,-1,-1,2020-07-22
97641,0,0,2020-07-22
97701,112,18.9,2020-07-22
97702,107,26.4,2020-07-22
97703,52,15.7,2020-07-22
97707,-1,-1,2020-07-22
97708,-1,-1,2020-07-22
97720,-1,-1,2020-07-22
97734,11,39.5,2020-07-22
97738,-1,-1,2020-07-22
97739,-1,-1,2020-07-22
97741,66,55.4,2020-07-22
97753,0,0,2020-07-22
97754,27,14.5,2020-07-22
97756,66,19.7,2020-07-22
97759,-1,-1,2020-07-22
97760,13,19.2,2020-07-22
97761,124,311,2020-07-22
97801,192,89.2,2020-07-22
97813,-1,-1,2020-07-22
97814,11,8.9,2020-07-22
97818,110,264.5,2020-07-22
97820,0,0,2020-07-22
97824,-1,-1,2020-07-22
97826,10,92.2,2020-07-22
97827,10,38.1,2020-07-22
97828,-1,-1,2020-07-22
97836,-1,-1,2020-07-22
97838,841,331.8,2020-07-22
97844,71,186.5,2020-07-22
97845,-1,-1,2020-07-22
97846,-1,-1,2020-07-22
97850,324,191.1,2020-07-22
97862,26,22.3,2020-07-22
97865,0,0,2020-07-22
97868,13,65.3,2020-07-22
97869,0,0,2020-07-22
97875,66,252.9,2020-07-22
97882,203,261.6,2020-07-22
97883,-1,-1,2020-07-22
97885,-1,-1,2020-07-22
97886,-1,-1,2020-07-22
97913,73,132.1,2020-07-22
97914,374,194.7,2020-07-22
97918,35,77.1,2020-07-22
