zip,count,rate_10k,date
97201,16,10.3,2020-06-24
97202,36,9.3,2020-06-24
97203,82,26.4,2020-06-24
97204,-1,-1,2020-06-24
97205,-1,-1,2020-06-24
97206,78,16.4,2020-06-24
97209,29,19.4,2020-06-24
97210,-1,-1,2020-06-24
97211,50,16,2020-06-24
97212,19,7.9,2020-06-24
97213,51,17.5,2020-06-24
97214,50,21,2020-06-24
97215,15,9.2,2020-06-24
97216,40,25.7,2020-06-24
97217,56,17.8,2020-06-24
97218,33,22.7,2020-06-24
97219,51,13.2,2020-06-24
97220,74,26,2020-06-24
97221,11,9.5,2020-06-24
97222,69,19.7,2020-06-24
97223,77,16.5,2020-06-24
97224,36,11.6,2020-06-24
97225,29,12,2020-06-24
97227,-1,-1,2020-06-24
97229,49,8.4,2020-06-24
97230,128,32.2,2020-06-24
97231,-1,-1,2020-06-24
97232,11,9.6,2020-06-24
97233,208,52.8,2020-06-24
97236,305,82.8,2020-06-24
97239,-1,-1,2020-06-24
97266,90,27,2020-06-24
97267,55,17.8,2020-06-24
97301,177,33.1,2020-06-24
97302,85,22.9,2020-06-24
97303,143,37,2020-06-24
97304,93,32.7,2020-06-24
97305,158,39.3,2020-06-24
97306,84,30.7,2020-06-24
97317,79,32.4,2020-06-24
97321,36,14.4,2020-06-24
97322,40,11.8,2020-06-24
97324,0,0,2020-06-24
97325,17,25.7,2020-06-24
97327,-1,-1,2020-06-24
97330,45,10.9,2020-06-24
97331,-1,-1,2020-06-24
97333,11,5.1,2020-06-24
97338,11,5.5,2020-06-24
97341,-1,-1,2020-06-24
97344,0,0,2020-06-24
97347,-1,-1,2020-06-24
97348,-1,-1,2020-06-24
97351,17,16.5,2020-06-24
97352,-1,-1,2020-06-24
97355,41,14.3,2020-06-24
97358,0,0,2020-06-24
97360,-1,-1,2020-06-24
97361,-1,-1,2020-06-24
97362,17,39.2,2020-06-24
97365,246,229,2020-06-24
97366,-1,-1,2020-06-24
97367,10,10.6,2020-06-24
97368,-1,-1,2020-06-24
97370,-1,-1,2020-06-24
97374,-1,-1,2020-06-24
97375,-1,-1,2020-06-24
97376,0,0,2020-06-24
97378,-1,-1,2020-06-24
97380,-1,-1,2020-06-24
97381,42,28.6,2020-06-24
97383,23,24,2020-06-24
97385,14,43,2020-06-24
97386,-1,-1,2020-06-24
97389,-1,-1,2020-06-24
97391,-1,-1,2020-06-24
97392,10,19.3,2020-06-24
97394,-1,-1,2020-06-24
97396,-1,-1,2020-06-24
97401,19,4.7,2020-06-24
97402,25,5,2020-06-24
97403,-1,-1,2020-06-24
97404,-1,-1,2020-06-24
97405,10,2.2,2020-06-24
97408,-1,-1,2020-06-24
97411,0,0,2020-06-24
97415,-1,-1,2020-06-24
97417,-1,-1,2020-06-24
97419,0,0,2020-06-24
97420,-1,-1,2020-06-24
97423,0,0,2020-06-24
97424,-1,-1,2020-06-24
97426,-1,-1,2020-06-24
97431,0,0,2020-06-24
97435,0,0,2020-06-24
97437,0,0,2020-06-24
97438,-1,-1,2020-06-24
97439,-1,-1,2020-06-24
97442,0,0,2020-06-24
97443,0,0,2020-06-24
97444,-1,-1,2020-06-24
97446,-1,-1,2020-06-24
97448,-1,-1,2020-06-24
97449,0,0,2020-06-24
97452,0,0,2020-06-24
97454,0,0,2020-06-24
97455,0,0,2020-06-24
97456,0,0,2020-06-24
97457,-1,-1,2020-06-24
97458,0,0,2020-06-24
97459,27,19.2,2020-06-24
97462,-1,-1,2020-06-24
97463,0,0,2020-06-24
97465,0,0,2020-06-24
97467,-1,-1,2020-06-24
97469,-1,-1,2020-06-24
97470,-1,-1,2020-06-24
97471,-1,-1,2020-06-24
97477,10,2.7,2020-06-24
97478,13,3.5,2020-06-24
97479,-1,-1,2020-06-24
97487,-1,-1,2020-06-24
97488,0,0,2020-06-24
97495,-1,-1,2020-06-24
97496,-1,-1,2020-06-24
97497,0,0,2020-06-24
97498,0,0,2020-06-24
97499,0,0,2020-06-24
97501,20,4.7,2020-06-24
97502,19,6.9,2020-06-24
97503,11,10.4,2020-06-24
97504,21,4.7,2020-06-24
97520,10,4.1,2020-06-24
97523,-1,-1,2020-06-24
97524,-1,-1,2020-06-24
97525,-1,-1,2020-06-24
97526,13,3.8,2020-06-24
97527,-1,-1,2020-06-24
97530,0,0,2020-06-24
97532,0,0,2020-06-24
97535,-1,-1,2020-06-24
97537,0,0,2020-06-24
97538,0,0,2020-06-24
97539,0,0,2020-06-24
97540,-1,-1,2020-06-24
97541,0,0,2020-06-24
97544,0,0,2020-06-24
97601,42,18.7,2020-06-24
97603,32,10.8,2020-06-24
97623,-1,-1,2020-06-24
97624,-1,-1,2020-06-24
97630,-1,-1,2020-06-24
97632,-1,-1,2020-06-24
97633,-1,-1,2020-06-24
97641,0,0,2020-06-24
97701,39,6.6,2020-06-24
97702,41,10.1,2020-06-24
97703,17,5.1,2020-06-24
97707,-1,-1,2020-06-24
97708,-1,-1,2020-06-24
97720,-1,-1,2020-06-24
97734,-1,-1,2020-06-24
97738,0,0,2020-06-24
97739,-1,-1,2020-06-24
97741,23,19.3,2020-06-24
97753,0,0,2020-06-24
97754,-1,-1,2020-06-24
97756,38,11.3,2020-06-24
97759,-1,-1,2020-06-24
97760,-1,-1,2020-06-24
97761,49,122.9,2020-06-24
97801,13,6,2020-06-24
97813,-1,-1,2020-06-24
97814,-1,-1,2020-06-24
97818,16,38.5,2020-06-24
97820,0,0,2020-06-24
97824,-1,-1,2020-06-24
97826,0,0,2020-06-24
97827,-1,-1,2020-06-24
97828,-1,-1,2020-06-24
97836,-1,-1,2020-06-24
97838,174,68.6,2020-06-24
97844,12,31.5,2020-06-24
97845,-1,-1,2020-06-24
97846,-1,-1,2020-06-24
97850,230,135.7,2020-06-24
97862,16,13.7,2020-06-24
97865,0,0,2020-06-24
97868,-1,-1,2020-06-24
97869,0,0,2020-06-24
97875,12,46,2020-06-24
97882,53,68.3,2020-06-24
97883,-1,-1,2020-06-24
97885,-1,-1,2020-06-24
97886,-1,-1,2020-06-24
97913,-1,-1,2020-06-24
97914,40,20.8,2020-06-24
97918,-1,-1,2020-06-24
