zip,count,rate_10k,date
97002,12,21.3,2020-06-24
97003,53,20.5,2020-06-24
97004,-1,-1,2020-06-24
97005,46,18.5,2020-06-24
97006,69,10.9,2020-06-24
97007,70,10.5,2020-06-24
97008,24,8.3,2020-06-24
97009,-1,-1,2020-06-24
97013,111,48.9,2020-06-24
97014,-1,-1,2020-06-24
97015,27,13.8,2020-06-24
97016,-1,-1,2020-06-24
97017,-1,-1,2020-06-24
97018,-1,-1,2020-06-24
97019,-1,-1,2020-06-24
97021,0,0,2020-06-24
97022,0,0,2020-06-24
97023,10,10.2,2020-06-24
97024,95,92.8,2020-06-24
97026,50,131.1,2020-06-24
97027,17,14,2020-06-24
97030,108,29.4,2020-06-24
97031,75,40.8,2020-06-24
97032,29,57.5,2020-06-24
97034,12,6.3,2020-06-24
97035,24,10,2020-06-24
97038,45,29.8,2020-06-24
97040,-1,-1,2020-06-24
97041,-1,-1,2020-06-24
97042,-1,-1,2020-06-24
97045,84,16.4,2020-06-24
97048,-1,-1,2020-06-24
97049,0,0,2020-06-24
97051,-1,-1,2020-06-24
97053,-1,-1,2020-06-24
97054,0,0,2020-06-24
97055,20,11.5,2020-06-24
97056,10,8.7,2020-06-24
97058,45,22.7,2020-06-24
97060,57,26.9,2020-06-24
97062,68,24.8,2020-06-24
97063,0,0,2020-06-24
97064,-1,-1,2020-06-24
97067,0,0,2020-06-24
97068,15,5.3,2020-06-24
97070,25,11.9,2020-06-24
97071,250,86.8,2020-06-24
97078,59,27.5,2020-06-24
97080,114,27.9,2020-06-24
97086,40,15.4,2020-06-24
97089,16,13.3,2020-06-24
97101,-1,-1,2020-06-24
97103,24,14.2,2020-06-24
97106,-1,-1,2020-06-24
97107,0,0,2020-06-24
97110,0,0,2020-06-24
97111,0,0,2020-06-24
97112,0,0,2020-06-24
97113,91,64.3,2020-06-24
97114,-1,-1,2020-06-24
97115,-1,-1,2020-06-24
97116,107,44.4,2020-06-24
97119,-1,-1,2020-06-24
97121,-1,-1,2020-06-24
97123,174,39.1,2020-06-24
97124,90,18.6,2020-06-24
97127,-1,-1,2020-06-24
97128,40,11.1,2020-06-24
97131,-1,-1,2020-06-24
97132,37,13.1,2020-06-24
97133,-1,-1,2020-06-24
97136,0,0,2020-06-24
97137,0,0,2020-06-24
97138,-1,-1,2020-06-24
97140,26,11.1,2020-06-24
97141,-1,-1,2020-06-24
97146,13,22,2020-06-24
97148,-1,-1,2020-06-24
