zip,count,rate_10k,date
97002,13,23.1,2020-07-01
97003,62,24,2020-07-01
97004,-1,-1,2020-07-01
97005,48,19.3,2020-07-01
97006,94,14.9,2020-07-01
97007,83,12.4,2020-07-01
97008,30,10.4,2020-07-01
97009,11,14.2,2020-07-01
97013,118,52,2020-07-01
97014,-1,-1,2020-07-01
97015,34,17.4,2020-07-01
97016,-1,-1,2020-07-01
97017,-1,-1,2020-07-01
97018,-1,-1,2020-07-01
97019,-1,-1,2020-07-01
97021,0,0,2020-07-01
97022,0,0,2020-07-01
97023,10,10.2,2020-07-01
97024,103,100.6,2020-07-01
97026,50,131.1,2020-07-01
97027,22,18.1,2020-07-01
97030,126,34.3,2020-07-01
97031,75,40.8,2020-07-01
97032,32,63.5,2020-07-01
97034,22,11.6,2020-07-01
97035,34,14.2,2020-07-01
97038,48,31.8,2020-07-01
97040,-1,-1,2020-07-01
97041,-1,-1,2020-07-01
97042,-1,-1,2020-07-01
97045,105,20.4,2020-07-01
97048,-1,-1,2020-07-01
97049,0,0,2020-07-01
97051,-1,-1,2020-07-01
97053,-1,-1,2020-07-01
97054,0,0,2020-07-01
97055,21,12.1,2020-07-01
97056,10,8.7,2020-07-01
97058,64,32.3,2020-07-01
97060,69,32.5,2020-07-01
97062,93,33.9,2020-07-01
97063,0,0,2020-07-01
97064,-1,-1,2020-07-01
97067,0,0,2020-07-01
97068,20,7.1,2020-07-01
97070,28,13.4,2020-07-01
97071,286,99.3,2020-07-01
97078,82,38.3,2020-07-01
97080,144,35.2,2020-07-01
97086,46,17.7,2020-07-01
97089,19,15.9,2020-07-01
97101,-1,-1,2020-07-01
97103,26,15.4,2020-07-01
97106,-1,-1,2020-07-01
97107,0,0,2020-07-01
97110,0,0,2020-07-01
97111,0,0,2020-07-01
97112,0,0,2020-07-01
97113,116,82,2020-07-01
97114,-1,-1,2020-07-01
97115,-1,-1,2020-07-01
97116,120,49.8,2020-07-01
97119,-1,-1,2020-07-01
97121,-1,-1,2020-07-01
97123,203,45.6,2020-07-01
97124,102,21.1,2020-07-01
97127,-1,-1,2020-07-01
97128,46,12.7,2020-07-01
97131,-1,-1,2020-07-01
97132,41,14.5,2020-07-01
97133,-1,-1,2020-07-01
97136,0,0,2020-07-01
97137,0,0,2020-07-01
97138,-1,-1,2020-07-01
97140,33,14.1,2020-07-01
97141,-1,-1,2020-07-01
97146,14,23.7,2020-07-01
97148,-1,-1,2020-07-01
97201,17,11,2020-07-01
97202,42,10.8,2020-07-01
97203,97,31.3,2020-07-01
97204,-1,-1,2020-07-01
97205,-1,-1,2020-07-01
97206,92,19.3,2020-07-01
97209,34,22.7,2020-07-01
97210,-1,-1,2020-07-01
97211,57,18.2,2020-07-01
97212,25,10.4,2020-07-01
97213,56,19.2,2020-07-01
97214,56,23.5,2020-07-01
97215,18,11,2020-07-01
97216,44,28.2,2020-07-01
97217,69,22,2020-07-01
97218,38,26.1,2020-07-01
97219,76,19.6,2020-07-01
97220,81,28.4,2020-07-01
97221,11,9.5,2020-07-01
97222,79,22.6,2020-07-01
97223,87,18.6,2020-07-01
97224,51,16.4,2020-07-01
97225,35,14.5,2020-07-01
97227,-1,-1,2020-07-01
97229,60,10.3,2020-07-01
97230,154,38.7,2020-07-01
97231,-1,-1,2020-07-01
97232,12,10.5,2020-07-01
97233,245,62.2,2020-07-01
97236,336,91.2,2020-07-01
97239,-1,-1,2020-07-01
97266,109,32.7,2020-07-01
97267,65,21.1,2020-07-01
97301,192,35.9,2020-07-01
97302,94,25.3,2020-07-01
97303,151,39.1,2020-07-01
97304,97,34.1,2020-07-01
97305,192,47.8,2020-07-01
97306,93,34,2020-07-01
97317,86,35.3,2020-07-01
97321,38,15.2,2020-07-01
97322,44,12.9,2020-07-01
97324,0,0,2020-07-01
97325,18,27.2,2020-07-01
97327,-1,-1,2020-07-01
97330,45,10.9,2020-07-01
97331,-1,-1,2020-07-01
97333,12,5.6,2020-07-01
97338,13,6.5,2020-07-01
97341,-1,-1,2020-07-01
97344,0,0,2020-07-01
97347,-1,-1,2020-07-01
97348,-1,-1,2020-07-01
97351,17,16.5,2020-07-01
97352,-1,-1,2020-07-01
97355,48,16.8,2020-07-01
97358,0,0,2020-07-01
97360,-1,-1,2020-07-01
97361,-1,-1,2020-07-01
97362,19,43.8,2020-07-01
97365,269,250.4,2020-07-01
97366,-1,-1,2020-07-01
97367,-1,-1,2020-07-01
97368,-1,-1,2020-07-01
97370,11,13.3,2020-07-01
97374,-1,-1,2020-07-01
97375,-1,-1,2020-07-01
97376,0,0,2020-07-01
97378,-1,-1,2020-07-01
97380,-1,-1,2020-07-01
97381,42,28.6,2020-07-01
97383,23,24,2020-07-01
97385,14,43,2020-07-01
97386,-1,-1,2020-07-01
97389,-1,-1,2020-07-01
97391,-1,-1,2020-07-01
97392,11,21.2,2020-07-01
97394,-1,-1,2020-07-01
97396,-1,-1,2020-07-01
97401,29,7.2,2020-07-01
97402,26,5.2,2020-07-01
97403,-1,-1,2020-07-01
97404,-1,-1,2020-07-01
97405,18,4,2020-07-01
97408,-1,-1,2020-07-01
97411,0,0,2020-07-01
97415,-1,-1,2020-07-01
97417,-1,-1,2020-07-01
97419,0,0,2020-07-01
97420,-1,-1,2020-07-01
97423,-1,-1,2020-07-01
97424,-1,-1,2020-07-01
97426,-1,-1,2020-07-01
97431,0,0,2020-07-01
97435,0,0,2020-07-01
97437,0,0,2020-07-01
97438,-1,-1,2020-07-01
97439,-1,-1,2020-07-01
97442,0,0,2020-07-01
97443,0,0,2020-07-01
97444,-1,-1,2020-07-01
97446,-1,-1,2020-07-01
97448,-1,-1,2020-07-01
97449,0,0,2020-07-01
97452,0,0,2020-07-01
97454,0,0,2020-07-01
97455,-1,-1,2020-07-01
97456,0,0,2020-07-01
97457,-1,-1,2020-07-01
97458,0,0,2020-07-01
97459,32,22.7,2020-07-01
97462,-1,-1,2020-07-01
97463,-1,-1,2020-07-01
97465,0,0,2020-07-01
97467,-1,-1,2020-07-01
97469,-1,-1,2020-07-01
97470,-1,-1,2020-07-01
97471,-1,-1,2020-07-01
97477,11,3,2020-07-01
97478,19,5.1,2020-07-01
97479,-1,-1,2020-07-01
97487,-1,-1,2020-07-01
97488,0,0,2020-07-01
97495,-1,-1,2020-07-01
97496,-1,-1,2020-07-01
97497,0,0,2020-07-01
97498,0,0,2020-07-01
97499,0,0,2020-07-01
97501,28,6.7,2020-07-01
97502,20,7.2,2020-07-01
97503,14,13.3,2020-07-01
97504,23,5.2,2020-07-01
97520,10,4.1,2020-07-01
97523,-1,-1,2020-07-01
97524,-1,-1,2020-07-01
