zip,count,rate_10k,date
97525,-1,-1,2020-07-01
97526,13,3.8,2020-07-01
97527,-1,-1,2020-07-01
97530,0,0,2020-07-01
97532,-1,-1,2020-07-01
97535,-1,-1,2020-07-01
97537,0,0,2020-07-01
97538,0,0,2020-07-01
97539,0,0,2020-07-01
97540,-1,-1,2020-07-01
97541,0,0,2020-07-01
97544,0,0,2020-07-01
97601,45,20,2020-07-01
97603,41,13.9,2020-07-01
97623,-1,-1,2020-07-01
97624,-1,-1,2020-07-01
97630,14,27.5,2020-07-01
97632,-1,-1,2020-07-01
97633,-1,-1,2020-07-01
97641,0,0,2020-07-01
97701,46,7.8,2020-07-01
97702,49,12.1,2020-07-01
97703,23,6.9,2020-07-01
97707,-1,-1,2020-07-01
97708,-1,-1,2020-07-01
97720,-1,-1,2020-07-01
97734,10,35.9,2020-07-01
97738,0,0,2020-07-01
97739,-1,-1,2020-07-01
97741,31,26,2020-07-01
97753,0,0,2020-07-01
97754,10,5.4,2020-07-01
97756,41,12.2,2020-07-01
97759,-1,-1,2020-07-01
97760,-1,-1,2020-07-01
97761,59,148,2020-07-01
97801,35,16.3,2020-07-01
97813,-1,-1,2020-07-01
97814,-1,-1,2020-07-01
97818,28,67.3,2020-07-01
97820,0,0,2020-07-01
97824,-1,-1,2020-07-01
97826,-1,-1,2020-07-01
97827,-1,-1,2020-07-01
97828,-1,-1,2020-07-01
97836,-1,-1,2020-07-01
97838,314,123.9,2020-07-01
97844,25,65.7,2020-07-01
97845,-1,-1,2020-07-01
97846,-1,-1,2020-07-01
97850,284,167.5,2020-07-01
97862,16,13.7,2020-07-01
97865,0,0,2020-07-01
97868,-1,-1,2020-07-01
97869,0,0,2020-07-01
97875,16,61.3,2020-07-01
97882,79,101.8,2020-07-01
97883,-1,-1,2020-07-01
97885,-1,-1,2020-07-01
97886,-1,-1,2020-07-01
97913,19,34.4,2020-07-01
97914,63,32.8,2020-07-01
97918,15,33.1,2020-07-01
