zip,count,rate_10k,date
97131,-1,-1,2020-06-03
97132,30,10.6,2020-06-03
97133,-1,-1,2020-06-03
97136,0,0.0,2020-06-03
97137,-1,-1,2020-06-03
97138,-1,-1,2020-06-03
97140,19,8.1,2020-06-03
97141,-1,-1,2020-06-03
97146,13,22.0,2020-06-03
97148,0,0.0,2020-06-03
97201,13,8.4,2020-06-03
97202,24,6.2,2020-06-03
97203,55,17.7,2020-06-03
97204,-1,-1,2020-06-03
97205,-1,-1,2020-06-03
97206,43,9.0,2020-06-03
97209,15,10.0,2020-06-03
97210,-1,-1,2020-06-03
97211,24,7.7,2020-06-03
97212,12,5.0,2020-06-03
97213,38,13.0,2020-06-03
97214,43,18.1,2020-06-03
97215,-1,-1,2020-06-03
97216,15,9.6,2020-06-03
97217,35,11.1,2020-06-03
97218,12,8.2,2020-06-03
97219,34,8.8,2020-06-03
97220,51,17.9,2020-06-03
97221,-1,-1,2020-06-03
97222,41,11.7,2020-06-03
97223,51,10.9,2020-06-03
97224,26,8.4,2020-06-03
97225,22,9.1,2020-06-03
97227,-1,-1,2020-06-03
97229,33,5.7,2020-06-03
97230,84,21.1,2020-06-03
97231,-1,-1,2020-06-03
97232,-1,-1,2020-06-03
97233,96,24.4,2020-06-03
97236,190,51.6,2020-06-03
97239,-1,-1,2020-06-03
97266,56,16.8,2020-06-03
97267,29,9.4,2020-06-03
97301,105,19.6,2020-06-03
97302,50,13.5,2020-06-03
97303,83,21.5,2020-06-03
97304,74,26.0,2020-06-03
97305,105,26.1,2020-06-03
97306,40,14.6,2020-06-03
97317,57,23.4,2020-06-03
97321,31,12.4,2020-06-03
97322,40,11.8,2020-06-03
97324,0,0.0,2020-06-03
97325,10,15.1,2020-06-03
97327,-1,-1,2020-06-03
97330,38,9.2,2020-06-03
97331,-1,-1,2020-06-03
97333,-1,-1,2020-06-03
97338,-1,-1,2020-06-03
97341,-1,-1,2020-06-03
97344,0,0.0,2020-06-03
97347,-1,-1,2020-06-03
97348,-1,-1,2020-06-03
97351,-1,-1,2020-06-03
97352,-1,-1,2020-06-03
97355,38,13.3,2020-06-03
97358,0,0.0,2020-06-03
97360,-1,-1,2020-06-03
97361,-1,-1,2020-06-03
97362,14,32.3,2020-06-03
97365,-1,-1,2020-06-03
97366,0,0.0,2020-06-03
97367,-1,-1,2020-06-03
97368,0,0.0,2020-06-03
97370,-1,-1,2020-06-03
97374,-1,-1,2020-06-03
97375,-1,-1,2020-06-03
97376,0,0.0,2020-06-03
97378,-1,-1,2020-06-03
97380,-1,-1,2020-06-03
97381,36,24.5,2020-06-03
97383,22,22.9,2020-06-03
97385,14,43.0,2020-06-03
97386,-1,-1,2020-06-03
97389,-1,-1,2020-06-03
97391,0,0.0,2020-06-03
97392,-1,-1,2020-06-03
97394,-1,-1,2020-06-03
97396,-1,-1,2020-06-03
97401,13,3.2,2020-06-03
97402,21,4.2,2020-06-03
97403,0,0.0,2020-06-03
97404,-1,-1,2020-06-03
97405,10,2.2,2020-06-03
97408,-1,-1,2020-06-03
97411,0,0.0,2020-06-03
97415,-1,-1,2020-06-03
97417,-1,-1,2020-06-03
97419,0,0.0,2020-06-03
97420,-1,-1,2020-06-03
97423,0,0.0,2020-06-03
97424,-1,-1,2020-06-03
97426,-1,-1,2020-06-03
97431,0,0.0,2020-06-03
97435,0,0.0,2020-06-03
97437,0,0.0,2020-06-03
97438,0,0.0,2020-06-03
97439,-1,-1,2020-06-03
97442,0,0.0,2020-06-03
97443,0,0.0,2020-06-03
97444,-1,-1,2020-06-03
97446,0,0.0,2020-06-03
97448,-1,-1,2020-06-03
97449,0,0.0,2020-06-03
97452,0,0.0,2020-06-03
97454,0,0.0,2020-06-03
97455,0,0.0,2020-06-03
97456,0,0.0,2020-06-03
97457,-1,-1,2020-06-03
97458,0,0.0,2020-06-03
97459,26,18.4,2020-06-03
97462,-1,-1,2020-06-03
97463,0,0.0,2020-06-03
97465,0,0.0,2020-06-03
97467,-1,-1,2020-06-03
97469,-1,-1,2020-06-03
97470,-1,-1,2020-06-03
97471,-1,-1,2020-06-03
97477,-1,-1,2020-06-03
97478,-1,-1,2020-06-03
97479,-1,-1,2020-06-03
97487,-1,-1,2020-06-03
97488,0,0.0,2020-06-03
97495,-1,-1,2020-06-03
97496,-1,-1,2020-06-03
97497,0,0.0,2020-06-03
97498,0,0.0,2020-06-03
97499,0,0.0,2020-06-03
97501,13,3.1,2020-06-03
97502,14,5.1,2020-06-03
97503,-1,-1,2020-06-03
97504,14,3.2,2020-06-03
97520,10,4.1,2020-06-03
97523,-1,-1,2020-06-03
97524,-1,-1,2020-06-03
97525,0,0.0,2020-06-03
97526,13,3.8,2020-06-03
97527,-1,-1,2020-06-03
97530,0,0.0,2020-06-03
97532,0,0.0,2020-06-03
97535,-1,-1,2020-06-03
97537,0,0.0,2020-06-03
97538,0,0.0,2020-06-03
97539,0,0.0,2020-06-03
97540,-1,-1,2020-06-03
97541,0,0.0,2020-06-03
97544,0,0.0,2020-06-03
97601,16,7.1,2020-06-03
97603,19,6.4,2020-06-03
97623,0,0.0,2020-06-03
97624,-1,-1,2020-06-03
97630,-1,-1,2020-06-03
97632,-1,-1,2020-06-03
97633,-1,-1,2020-06-03
97641,0,0.0,2020-06-03
97701,38,6.4,2020-06-03
97702,35,8.6,2020-06-03
97703,15,4.5,2020-06-03
97707,-1,-1,2020-06-03
97720,-1,-1,2020-06-03
97734,-1,-1,2020-06-03
97738,0,0.0,2020-06-03
97739,0,0.0,2020-06-03
97741,-1,-1,2020-06-03
97753,0,0.0,2020-06-03
97754,-1,-1,2020-06-03
97756,32,9.5,2020-06-03
97759,0,0.0,2020-06-03
97760,-1,-1,2020-06-03
97761,30,75.2,2020-06-03
97801,-1,-1,2020-06-03
97813,-1,-1,2020-06-03
97814,-1,-1,2020-06-03
97818,11,26.4,2020-06-03
97820,0,0.0,2020-06-03
97824,0,0.0,2020-06-03
97826,0,0.0,2020-06-03
97827,0,0.0,2020-06-03
97828,-1,-1,2020-06-03
97836,-1,-1,2020-06-03
97838,68,26.8,2020-06-03
97844,0,0.0,2020-06-03
97845,-1,-1,2020-06-03
97846,0,0.0,2020-06-03
97850,-1,-1,2020-06-03
97862,13,11.1,2020-06-03
97865,0,0.0,2020-06-03
97868,-1,-1,2020-06-03
97869,0,0.0,2020-06-03
97875,-1,-1,2020-06-03
97882,21,27.1,2020-06-03
97883,0,0.0,2020-06-03
97885,0,0.0,2020-06-03
97886,-1,-1,2020-06-03
97913,-1,-1,2020-06-03
97914,25,13.0,2020-06-03
97918,-1,-1,2020-06-03
