zip,count,rate_10k,date
97002,43,764.7,2020-08-26
97003,196,757.2,2020-08-26
97004,19,433,2020-08-26
97005,258,1035.9,2020-08-26
97006,290,460.1,2020-08-26
97007,240,358.5,2020-08-26
97008,158,545.4,2020-08-26
97009,54,695.7,2020-08-26
97013,202,890.3,2020-08-26
97014,-1,-1,2020-08-26
97015,127,650.6,2020-08-26
97016,18,295.9,2020-08-26
97017,-1,-1,2020-08-26
97018,-1,-1,2020-08-26
97019,34,1075.6,2020-08-26
97021,-1,-1,2020-08-26
97022,15,403,2020-08-26
97023,33,335.6,2020-08-26
97024,194,1894.2,2020-08-26
97026,99,2595,2020-08-26
97027,47,387.4,2020-08-26
97030,403,1098.3,2020-08-26
97031,178,968.7,2020-08-26
97032,93,1844.1,2020-08-26
97034,56,296.2,2020-08-26
97035,78,326.2,2020-08-26
97038,83,549.2,2020-08-26
97040,-1,-1,2020-08-26
97041,28,994,2020-08-26
97042,16,547.4,2020-08-26
97045,248,482.9,2020-08-26
97048,26,388.6,2020-08-26
97049,-1,-1,2020-08-26
97051,37,231.9,2020-08-26
97053,-1,-1,2020-08-26
97054,-1,-1,2020-08-26
97055,54,311.2,2020-08-26
97056,24,208.8,2020-08-26
97058,186,937.6,2020-08-26
97060,205,965.8,2020-08-26
97062,233,849.3,2020-08-26
97063,-1,-1,2020-08-26
97064,-1,-1,2020-08-26
97067,11,514.5,2020-08-26
97068,71,250.8,2020-08-26
97070,128,610.8,2020-08-26
97071,777,2697.6,2020-08-26
97078,213,993.9,2020-08-26
97080,441,1078.6,2020-08-26
97086,165,634.4,2020-08-26
97089,71,592.4,2020-08-26
97101,18,474.4,2020-08-26
97103,43,255.1,2020-08-26
97106,-1,-1,2020-08-26
97107,0,0,2020-08-26
97110,-1,-1,2020-08-26
97111,14,443.6,2020-08-26
97112,0,0,2020-08-26
97113,234,1653.1,2020-08-26
97114,42,882,2020-08-26
97115,21,507.4,2020-08-26
97116,234,970.8,2020-08-26
97119,11,248.9,2020-08-26
97121,-1,-1,2020-08-26
97123,471,1057.5,2020-08-26
97124,286,591.5,2020-08-26
97127,21,561.5,2020-08-26
97128,308,852.2,2020-08-26
97131,-1,-1,2020-08-26
97132,140,495.1,2020-08-26
97133,12,300,2020-08-26
97136,-1,-1,2020-08-26
97137,-1,-1,2020-08-26
97138,17,169.6,2020-08-26
97140,74,315.2,2020-08-26
97141,23,175,2020-08-26
97146,21,355.6,2020-08-26
97148,13,381.7,2020-08-26
97201,52,335.8,2020-08-26
97202,137,353.4,2020-08-26
97203,283,911.7,2020-08-26
97204,-1,-1,2020-08-26
97205,17,221.1,2020-08-26
97206,258,542.1,2020-08-26
97209,110,735.8,2020-08-26
97210,33,303.1,2020-08-26
97211,153,489.5,2020-08-26
97212,72,298.4,2020-08-26
97213,112,383.3,2020-08-26
97214,127,533.3,2020-08-26
97215,73,445.8,2020-08-26
97216,130,833.7,2020-08-26
97217,145,461.2,2020-08-26
97218,147,1009.5,2020-08-26
97219,137,353.9,2020-08-26
97220,221,775.6,2020-08-26
97221,35,300.9,2020-08-26
97222,178,508.9,2020-08-26
97223,223,477.5,2020-08-26
97224,142,456.3,2020-08-26
97225,113,467.4,2020-08-26
97227,16,415.9,2020-08-26
97229,188,322.9,2020-08-26
97230,414,1041.5,2020-08-26
97231,18,420.6,2020-08-26
97232,33,287.7,2020-08-26
97233,649,1648.6,2020-08-26
97236,645,1750.2,2020-08-26
97239,61,431.1,2020-08-26
97266,295,885.9,2020-08-26
97267,134,434.5,2020-08-26
97301,587,1096.8,2020-08-26
97302,183,492.8,2020-08-26
97303,346,894.9,2020-08-26
97304,237,832.9,2020-08-26
97305,577,1436.2,2020-08-26
97306,193,705.4,2020-08-26
97317,214,878.7,2020-08-26
97321,93,373.1,2020-08-26
97322,129,379,2020-08-26
97324,-1,-1,2020-08-26
97325,35,529.2,2020-08-26
97327,-1,-1,2020-08-26
97330,108,260.4,2020-08-26
97331,-1,-1,2020-08-26
97333,41,191.8,2020-08-26
97338,44,219.5,2020-08-26
97341,-1,-1,2020-08-26
97344,-1,-1,2020-08-26
97347,-1,-1,2020-08-26
97348,-1,-1,2020-08-26
97351,63,611.2,2020-08-26
97352,14,249.8,2020-08-26
97355,85,297.1,2020-08-26
97358,0,0,2020-08-26
97360,-1,-1,2020-08-26
97361,44,390.8,2020-08-26
97362,35,806.8,2020-08-26
97365,313,2913.3,2020-08-26
97366,10,684.9,2020-08-26
97367,74,785.9,2020-08-26
97368,-1,-1,2020-08-26
97370,25,302.3,2020-08-26
97374,11,208.9,2020-08-26
97375,12,958.5,2020-08-26
97376,-1,-1,2020-08-26
97378,17,191.4,2020-08-26
97380,12,490,2020-08-26
97381,95,645.8,2020-08-26
97383,45,469.4,2020-08-26
97385,18,552.7,2020-08-26
97386,17,125.3,2020-08-26
97389,-1,-1,2020-08-26
97391,17,318.1,2020-08-26
97392,27,520.1,2020-08-26
97394,-1,-1,2020-08-26
97396,-1,-1,2020-08-26
97401,99,244.3,2020-08-26
97402,101,200.6,2020-08-26
97403,23,197.9,2020-08-26
97404,42,130.2,2020-08-26
97405,51,114.2,2020-08-26
97408,33,281.8,2020-08-26
97411,-1,-1,2020-08-26
97415,15,106.8,2020-08-26
97417,-1,-1,2020-08-26
97419,-1,-1,2020-08-26
97420,34,123.8,2020-08-26
97423,10,146.9,2020-08-26
97424,22,125,2020-08-26
97426,14,144.1,2020-08-26
97431,-1,-1,2020-08-26
97435,-1,-1,2020-08-26
97437,-1,-1,2020-08-26
97438,-1,-1,2020-08-26
97439,18,125.5,2020-08-26
97442,0,0,2020-08-26
97443,-1,-1,2020-08-26
97444,-1,-1,2020-08-26
97446,19,394.8,2020-08-26
97448,10,81.7,2020-08-26
97449,0,0,2020-08-26
97452,-1,-1,2020-08-26
