zip,count,rate_10k,date
97759,-1,-1,2020-07-08
97760,-1,-1,2020-07-08
97761,77,193.1,2020-07-08
97801,90,41.8,2020-07-08
97813,-1,-1,2020-07-08
97814,-1,-1,2020-07-08
97818,50,120.2,2020-07-08
97820,0,0,2020-07-08
97824,-1,-1,2020-07-08
97826,-1,-1,2020-07-08
97827,-1,-1,2020-07-08
97828,-1,-1,2020-07-08
97836,-1,-1,2020-07-08
97838,474,187,2020-07-08
97844,47,123.5,2020-07-08
97845,-1,-1,2020-07-08
97846,-1,-1,2020-07-08
97850,308,181.7,2020-07-08
97862,18,15.4,2020-07-08
97865,0,0,2020-07-08
97868,-1,-1,2020-07-08
97869,0,0,2020-07-08
97875,24,92,2020-07-08
97882,122,157.2,2020-07-08
97883,-1,-1,2020-07-08
97885,-1,-1,2020-07-08
97886,-1,-1,2020-07-08
97913,35,63.3,2020-07-08
97914,148,77.1,2020-07-08
97918,26,57.3,2020-07-08
