zip,count,rate_10k,date
97002,13,23.1,2020-07-08
97003,75,29,2020-07-08
97004,10,22.8,2020-07-08
97005,66,26.5,2020-07-08
97006,128,20.3,2020-07-08
97007,96,14.3,2020-07-08
97008,45,15.5,2020-07-08
97009,14,18,2020-07-08
97013,127,56,2020-07-08
97014,-1,-1,2020-07-08
97015,40,20.5,2020-07-08
97016,-1,-1,2020-07-08
97017,-1,-1,2020-07-08
97018,-1,-1,2020-07-08
97019,-1,-1,2020-07-08
97021,0,0,2020-07-08
97022,-1,-1,2020-07-08
97023,10,10.2,2020-07-08
97024,109,106.4,2020-07-08
97026,51,133.7,2020-07-08
97027,29,23.9,2020-07-08
97030,158,43.1,2020-07-08
97031,81,44.1,2020-07-08
97032,44,87.2,2020-07-08
97034,26,13.8,2020-07-08
97035,41,17.1,2020-07-08
97038,53,35.1,2020-07-08
97040,-1,-1,2020-07-08
97041,-1,-1,2020-07-08
97042,11,37.6,2020-07-08
97045,137,26.7,2020-07-08
97048,-1,-1,2020-07-08
97049,0,0,2020-07-08
97051,-1,-1,2020-07-08
97053,-1,-1,2020-07-08
97054,0,0,2020-07-08
97055,21,12.1,2020-07-08
97056,13,11.3,2020-07-08
97058,85,42.8,2020-07-08
97060,81,38.2,2020-07-08
97062,107,39,2020-07-08
97063,0,0,2020-07-08
97064,-1,-1,2020-07-08
97067,0,0,2020-07-08
97068,25,8.8,2020-07-08
97070,43,20.5,2020-07-08
97071,325,112.8,2020-07-08
97078,99,46.2,2020-07-08
97080,153,37.4,2020-07-08
97086,58,22.3,2020-07-08
97089,23,19.2,2020-07-08
97101,-1,-1,2020-07-08
97103,28,16.6,2020-07-08
97106,-1,-1,2020-07-08
97107,0,0,2020-07-08
97110,0,0,2020-07-08
97111,0,0,2020-07-08
97112,0,0,2020-07-08
97113,140,98.9,2020-07-08
97114,12,25.2,2020-07-08
97115,-1,-1,2020-07-08
97116,140,58.1,2020-07-08
97119,-1,-1,2020-07-08
97121,-1,-1,2020-07-08
97123,256,57.5,2020-07-08
97124,128,26.5,2020-07-08
97127,-1,-1,2020-07-08
97128,54,14.9,2020-07-08
97131,-1,-1,2020-07-08
97132,48,17,2020-07-08
97133,-1,-1,2020-07-08
97136,-1,-1,2020-07-08
97137,-1,-1,2020-07-08
97138,-1,-1,2020-07-08
97140,39,16.6,2020-07-08
97141,-1,-1,2020-07-08
97146,16,27.1,2020-07-08
97148,-1,-1,2020-07-08
97201,23,14.9,2020-07-08
97202,47,12.1,2020-07-08
97203,117,37.7,2020-07-08
97204,-1,-1,2020-07-08
97205,-1,-1,2020-07-08
97206,112,23.5,2020-07-08
97209,46,30.8,2020-07-08
97210,13,11.9,2020-07-08
97211,72,23,2020-07-08
97212,32,13.3,2020-07-08
97213,63,21.6,2020-07-08
97214,67,28.1,2020-07-08
97215,20,12.2,2020-07-08
97216,49,31.4,2020-07-08
97217,75,23.9,2020-07-08
97218,40,27.5,2020-07-08
97219,86,22.2,2020-07-08
97220,102,35.8,2020-07-08
97221,12,10.3,2020-07-08
97222,88,25.2,2020-07-08
97223,106,22.7,2020-07-08
97224,60,19.3,2020-07-08
97225,46,19,2020-07-08
97227,-1,-1,2020-07-08
97229,72,12.4,2020-07-08
97230,182,45.8,2020-07-08
97231,-1,-1,2020-07-08
97232,15,13.1,2020-07-08
97233,293,74.4,2020-07-08
97236,370,100.4,2020-07-08
97239,-1,-1,2020-07-08
97266,130,39,2020-07-08
97267,79,25.6,2020-07-08
97301,216,40.4,2020-07-08
97302,103,27.7,2020-07-08
97303,175,45.3,2020-07-08
97304,107,37.6,2020-07-08
97305,227,56.5,2020-07-08
97306,98,35.8,2020-07-08
97317,98,40.2,2020-07-08
97321,41,16.4,2020-07-08
97322,56,16.5,2020-07-08
97324,0,0,2020-07-08
97325,20,30.2,2020-07-08
97327,-1,-1,2020-07-08
97330,51,12.3,2020-07-08
97331,-1,-1,2020-07-08
97333,16,7.5,2020-07-08
97338,14,7,2020-07-08
97341,-1,-1,2020-07-08
97344,0,0,2020-07-08
97347,-1,-1,2020-07-08
97348,-1,-1,2020-07-08
97351,23,22.3,2020-07-08
97352,10,17.8,2020-07-08
97355,51,17.8,2020-07-08
97358,0,0,2020-07-08
97360,-1,-1,2020-07-08
97361,13,11.5,2020-07-08
97362,19,43.8,2020-07-08
97365,298,277.4,2020-07-08
97366,-1,-1,2020-07-08
97367,12,12.7,2020-07-08
97368,-1,-1,2020-07-08
97370,12,14.5,2020-07-08
97374,-1,-1,2020-07-08
97375,-1,-1,2020-07-08
97376,0,0,2020-07-08
97378,-1,-1,2020-07-08
97380,-1,-1,2020-07-08
97381,46,31.3,2020-07-08
97383,28,29.2,2020-07-08
97385,15,46.1,2020-07-08
97386,-1,-1,2020-07-08
97389,-1,-1,2020-07-08
97391,10,18.7,2020-07-08
97392,13,25,2020-07-08
97394,-1,-1,2020-07-08
97396,-1,-1,2020-07-08
97401,47,11.6,2020-07-08
97402,47,9.3,2020-07-08
97403,14,12,2020-07-08
97404,14,4.3,2020-07-08
97405,24,5.4,2020-07-08
97408,-1,-1,2020-07-08
97411,0,0,2020-07-08
97415,-1,-1,2020-07-08
97417,-1,-1,2020-07-08
97419,0,0,2020-07-08
97420,-1,-1,2020-07-08
97423,-1,-1,2020-07-08
97424,-1,-1,2020-07-08
97426,-1,-1,2020-07-08
97431,0,0,2020-07-08
97435,-1,-1,2020-07-08
97437,0,0,2020-07-08
97438,-1,-1,2020-07-08
97439,-1,-1,2020-07-08
97442,0,0,2020-07-08
97443,0,0,2020-07-08
97444,-1,-1,2020-07-08
97446,-1,-1,2020-07-08
97448,-1,-1,2020-07-08
97449,0,0,2020-07-08
97452,0,0,2020-07-08
97454,0,0,2020-07-08
97455,-1,-1,2020-07-08
97456,0,0,2020-07-08
97457,-1,-1,2020-07-08
97458,0,0,2020-07-08
97459,33,23.4,2020-07-08
97462,-1,-1,2020-07-08
97463,-1,-1,2020-07-08
97465,0,0,2020-07-08
97467,-1,-1,2020-07-08
97469,-1,-1,2020-07-08
97470,12,6,2020-07-08
97471,11,3.8,2020-07-08
97477,16,4.3,2020-07-08
97478,25,6.8,2020-07-08
97479,-1,-1,2020-07-08
97487,-1,-1,2020-07-08
97488,-1,-1,2020-07-08
97495,-1,-1,2020-07-08
97496,-1,-1,2020-07-08
97497,0,0,2020-07-08
97498,0,0,2020-07-08
97499,0,0,2020-07-08
97501,37,8.8,2020-07-08
97502,27,9.7,2020-07-08
97503,20,19,2020-07-08
97504,32,7.2,2020-07-08
97520,11,4.5,2020-07-08
97523,-1,-1,2020-07-08
97524,-1,-1,2020-07-08
97525,-1,-1,2020-07-08
97526,23,6.7,2020-07-08
97527,13,3.9,2020-07-08
97530,-1,-1,2020-07-08
97532,-1,-1,2020-07-08
97535,-1,-1,2020-07-08
97537,-1,-1,2020-07-08
97538,0,0,2020-07-08
97539,-1,-1,2020-07-08
97540,-1,-1,2020-07-08
97541,0,0,2020-07-08
97544,0,0,2020-07-08
97601,48,21.4,2020-07-08
97603,47,15.9,2020-07-08
97623,-1,-1,2020-07-08
97624,-1,-1,2020-07-08
97630,18,35.3,2020-07-08
97632,-1,-1,2020-07-08
97633,-1,-1,2020-07-08
97641,0,0,2020-07-08
97701,61,10.3,2020-07-08
97702,61,15,2020-07-08
97703,32,9.6,2020-07-08
97707,-1,-1,2020-07-08
97708,-1,-1,2020-07-08
97720,-1,-1,2020-07-08
97734,10,35.9,2020-07-08
97738,0,0,2020-07-08
97739,-1,-1,2020-07-08
97741,47,39.5,2020-07-08
97753,0,0,2020-07-08
97754,13,7,2020-07-08
97756,48,14.3,2020-07-08
