zip,count,rate_10k,date
97301,460,859.5,2020-08-12
97302,156,420.1,2020-08-12
97303,311,804.4,2020-08-12
97304,199,699.4,2020-08-12
97305,428,1065.3,2020-08-12
97306,176,643.3,2020-08-12
97317,171,702.1,2020-08-12
97321,67,268.8,2020-08-12
97322,98,287.9,2020-08-12
97324,-1,-1,2020-08-12
97325,33,498.9,2020-08-12
97327,-1,-1,2020-08-12
97330,89,214.6,2020-08-12
97331,-1,-1,2020-08-12
97333,33,154.4,2020-08-12
97338,37,184.6,2020-08-12
97341,-1,-1,2020-08-12
97344,-1,-1,2020-08-12
97347,-1,-1,2020-08-12
97348,-1,-1,2020-08-12
97351,51,494.8,2020-08-12
97352,13,232,2020-08-12
97355,78,272.6,2020-08-12
97358,-1,-1,2020-08-12
97360,-1,-1,2020-08-12
97361,28,248.7,2020-08-12
97362,31,714.6,2020-08-12
97365,310,2885.3,2020-08-12
97366,-1,-1,2020-08-12
97367,49,520.4,2020-08-12
97368,-1,-1,2020-08-12
97370,21,253.9,2020-08-12
97374,10,189.9,2020-08-12
97375,10,798.7,2020-08-12
97376,-1,-1,2020-08-12
97378,11,123.8,2020-08-12
97380,10,408.3,2020-08-12
97381,82,557.4,2020-08-12
97383,44,459,2020-08-12
97385,18,552.7,2020-08-12
97386,16,117.9,2020-08-12
97389,-1,-1,2020-08-12
97391,15,280.7,2020-08-12
97392,23,443.1,2020-08-12
97394,-1,-1,2020-08-12
97396,-1,-1,2020-08-12
97401,92,227,2020-08-12
97402,92,182.7,2020-08-12
97403,21,180.7,2020-08-12
97404,38,117.8,2020-08-12
97405,51,114.2,2020-08-12
97408,27,230.6,2020-08-12
97411,-1,-1,2020-08-12
97415,12,85.4,2020-08-12
97417,-1,-1,2020-08-12
97419,-1,-1,2020-08-12
97420,32,116.5,2020-08-12
97423,-1,-1,2020-08-12
97424,16,90.9,2020-08-12
97426,14,144.1,2020-08-12
97431,-1,-1,2020-08-12
97435,-1,-1,2020-08-12
97437,-1,-1,2020-08-12
97438,-1,-1,2020-08-12
97439,18,125.5,2020-08-12
97442,-1,-1,2020-08-12
97443,-1,-1,2020-08-12
97444,-1,-1,2020-08-12
97446,14,290.9,2020-08-12
97448,10,81.7,2020-08-12
97449,-1,-1,2020-08-12
97452,-1,-1,2020-08-12
97454,-1,-1,2020-08-12
97455,-1,-1,2020-08-12
97456,-1,-1,2020-08-12
97457,-1,-1,2020-08-12
97458,-1,-1,2020-08-12
97459,43,305.1,2020-08-12
97462,-1,-1,2020-08-12
97463,-1,-1,2020-08-12
97465,-1,-1,2020-08-12
97467,-1,-1,2020-08-12
97469,-1,-1,2020-08-12
97470,32,160.1,2020-08-12
97471,35,120.3,2020-08-12
97477,62,168.1,2020-08-12
97478,85,229.7,2020-08-12
97479,38,399.8,2020-08-12
97487,10,118.4,2020-08-12
97488,-1,-1,2020-08-12
97495,-1,-1,2020-08-12
97496,-1,-1,2020-08-12
97497,-1,-1,2020-08-12
97498,-1,-1,2020-08-12
97499,-1,-1,2020-08-12
97501,156,370.4,2020-08-12
97502,56,202.2,2020-08-12
97503,64,607.9,2020-08-12
97504,85,191.3,2020-08-12
97520,20,81.7,2020-08-12
97523,10,159.6,2020-08-12
97524,27,186.7,2020-08-12
97525,-1,-1,2020-08-12
97526,52,152,2020-08-12
97527,32,94.9,2020-08-12
97530,14,202.4,2020-08-12
97532,-1,-1,2020-08-12
97535,-1,-1,2020-08-12
97537,-1,-1,2020-08-12
97538,-1,-1,2020-08-12
97539,-1,-1,2020-08-12
97540,23,290,2020-08-12
97541,-1,-1,2020-08-12
97544,-1,-1,2020-08-12
97601,77,342.8,2020-08-12
97603,73,247.2,2020-08-12
97623,-1,-1,2020-08-12
97624,-1,-1,2020-08-12
97630,29,569.1,2020-08-12
97632,-1,-1,2020-08-12
97633,11,808.2,2020-08-12
97641,-1,-1,2020-08-12
97701,191,323.8,2020-08-12
97702,171,421.4,2020-08-12
97703,81,244.1,2020-08-12
97707,-1,-1,2020-08-12
97708,-1,-1,2020-08-12
97720,-1,-1,2020-08-12
97734,16,574.3,2020-08-12
97738,-1,-1,2020-08-12
97739,13,118,2020-08-12
97741,122,1024.2,2020-08-12
97753,-1,-1,2020-08-12
97754,46,247.7,2020-08-12
97756,109,324.8,2020-08-12
97759,17,270.1,2020-08-12
97760,22,325.6,2020-08-12
97761,220,5517.9,2020-08-12
97801,435,2021.3,2020-08-12
97813,-1,-1,2020-08-12
97814,37,298.8,2020-08-12
97818,247,5938.9,2020-08-12
97820,-1,-1,2020-08-12
97824,10,602,2020-08-12
97826,14,1290.3,2020-08-12
97827,13,494.7,2020-08-12
97828,-1,-1,2020-08-12
97836,12,605.1,2020-08-12
97838,1302,5136.9,2020-08-12
97844,102,2680,2020-08-12
97845,-1,-1,2020-08-12
97846,-1,-1,2020-08-12
97850,343,2023,2020-08-12
97862,87,745.8,2020-08-12
97865,-1,-1,2020-08-12
97868,17,853.8,2020-08-12
97869,-1,-1,2020-08-12
97875,103,3946.4,2020-08-12
97882,317,4085.1,2020-08-12
97883,-1,-1,2020-08-12
97885,-1,-1,2020-08-12
97886,10,877.2,2020-08-12
97913,131,2370.2,2020-08-12
97914,591,3077.3,2020-08-12
97918,55,1212.3,2020-08-12
