zip,count,rate_10k,date
97002,30,533.5,2020-08-12
97003,168,649,2020-08-12
97004,15,341.8,2020-08-12
97005,202,811,2020-08-12
97006,255,404.5,2020-08-12
97007,184,274.8,2020-08-12
97008,141,486.7,2020-08-12
97009,39,502.4,2020-08-12
97013,182,802.2,2020-08-12
97014,-1,-1,2020-08-12
97015,97,496.9,2020-08-12
97016,16,263,2020-08-12
97017,-1,-1,2020-08-12
97018,-1,-1,2020-08-12
97019,33,1044,2020-08-12
97021,-1,-1,2020-08-12
97022,-1,-1,2020-08-12
97023,26,264.4,2020-08-12
97024,177,1728.2,2020-08-12
97026,94,2464,2020-08-12
97027,42,346.2,2020-08-12
97030,333,907.5,2020-08-12
97031,151,821.8,2020-08-12
97032,82,1626,2020-08-12
97034,50,264.5,2020-08-12
97035,74,309.5,2020-08-12
97038,71,469.8,2020-08-12
97040,-1,-1,2020-08-12
97041,23,816.5,2020-08-12
97042,14,479,2020-08-12
97045,210,408.9,2020-08-12
97048,24,358.7,2020-08-12
97049,-1,-1,2020-08-12
97051,23,144.1,2020-08-12
97053,-1,-1,2020-08-12
97054,-1,-1,2020-08-12
97055,52,299.7,2020-08-12
97056,22,191.4,2020-08-12
97058,176,887.2,2020-08-12
97060,182,857.4,2020-08-12
97062,203,740,2020-08-12
97063,-1,-1,2020-08-12
97064,-1,-1,2020-08-12
97067,-1,-1,2020-08-12
97068,63,222.6,2020-08-12
97070,105,501,2020-08-12
97071,623,2163,2020-08-12
97078,192,895.9,2020-08-12
97080,385,941.6,2020-08-12
97086,136,522.9,2020-08-12
97089,53,442.2,2020-08-12
97101,13,342.6,2020-08-12
97103,37,219.5,2020-08-12
97106,-1,-1,2020-08-12
97107,-1,-1,2020-08-12
97110,-1,-1,2020-08-12
97111,13,411.9,2020-08-12
97112,-1,-1,2020-08-12
97113,213,1504.8,2020-08-12
97114,31,651,2020-08-12
97115,19,459,2020-08-12
97116,216,896.1,2020-08-12
97119,-1,-1,2020-08-12
97121,-1,-1,2020-08-12
97123,424,952,2020-08-12
97124,264,546,2020-08-12
97127,19,508,2020-08-12
97128,232,641.9,2020-08-12
97131,-1,-1,2020-08-12
97132,116,410.2,2020-08-12
97133,-1,-1,2020-08-12
97136,-1,-1,2020-08-12
97137,-1,-1,2020-08-12
97138,17,169.6,2020-08-12
97140,68,289.7,2020-08-12
97141,23,175,2020-08-12
97146,18,304.8,2020-08-12
97148,10,293.6,2020-08-12
97201,47,303.5,2020-08-12
97202,100,258,2020-08-12
97203,252,811.8,2020-08-12
97204,-1,-1,2020-08-12
97205,15,195.1,2020-08-12
97206,221,464.3,2020-08-12
97209,101,675.6,2020-08-12
97210,31,284.7,2020-08-12
97211,124,396.7,2020-08-12
97212,63,261.1,2020-08-12
97213,101,345.7,2020-08-12
97214,121,508.1,2020-08-12
97215,59,360.3,2020-08-12
97216,99,634.9,2020-08-12
97217,136,432.6,2020-08-12
97218,108,741.7,2020-08-12
97219,125,322.9,2020-08-12
97220,183,642.2,2020-08-12
97221,33,283.7,2020-08-12
97222,157,448.8,2020-08-12
97223,198,424,2020-08-12
97224,122,392,2020-08-12
97225,96,397.1,2020-08-12
97227,14,363.9,2020-08-12
97229,161,276.6,2020-08-12
97230,368,925.7,2020-08-12
97231,17,397.2,2020-08-12
97232,29,252.8,2020-08-12
97233,567,1440.3,2020-08-12
97236,580,1573.9,2020-08-12
97239,50,353.4,2020-08-12
97266,252,756.8,2020-08-12
97267,115,372.9,2020-08-12
