zip,count,rate_10k,date
97002,,,27,,,48.0,,,2020-07-29
97003,,,130,,,50.2,,,2020-07-29
97004,,,11,,,25.1,,,2020-07-29
97005,,,155,,,62.2,,,2020-07-29
97006,,,199,,,31.6,,,2020-07-29
97007,,,152,,,22.7,,,2020-07-29
97008,,,99,,,34.2,,,2020-07-29
97009,,,30,,,38.6,,,2020-07-29
97013,,,164,,,72.3,,,2020-07-29
97014,,,1-9,,,n/a,,,2020-07-29
97015,,,69,,,35.3,,,2020-07-29
97016,,,1-9,,,n/a,,,2020-07-29
97017,,,1-9,,,n/a,,,2020-07-29
97018,,,1-9,,,n/a,,,2020-07-29
97019,,,27,,,85.4,,,2020-07-29
97021,,,0,,,0,,,2020-07-29
97022,,,1-9,,,n/a,,,2020-07-29
97023,,,17,,,17.3,,,2020-07-29
97024,,,152,,,148.4,,,2020-07-29
97026,,,80,,,209.7,,,2020-07-29
97027,,,39,,,32.1,,,2020-07-29
97030,,,251,,,68.4,,,2020-07-29
97031,,,120,,,65.3,,,2020-07-29
97032,,,76,,,150.7,,,2020-07-29
97034,,,47,,,24.9,,,2020-07-29
97035,,,66,,,27.6,,,2020-07-29
97038,,,64,,,42.3,,,2020-07-29
97040,,,1-9,,,n/a,,,2020-07-29
97041,,,16,,,56.8,,,2020-07-29
97042,14,47.9,2020-07-29
97045,183,35.6,2020-07-29
97048,16,23.9,2020-07-29
97049,0,0,2020-07-29
97051,16,10.0,2020-07-29
97053,-1,-1,2020-07-29
97054,0,0,2020-07-29
97055,44,25.4,2020-07-29
97056,18,15.7,2020-07-29
97058,129,65.0,2020-07-29
97060,138,65.0,2020-07-29
97062,151,55.0,2020-07-29
97063,-1,-1,2020-07-29
97064,-1,-1,2020-07-29
97067,0,0,2020-07-29
97068,53,18.7,2020-07-29
97070,73,34.8,2020-07-29
97071,505,175.3,2020-07-29
97078,158,73.7,2020-07-29
97080,280,68.5,2020-07-29
97086,99,38.1,2020-07-29
97089,36,30.0,2020-07-29
97101,-1,-1,2020-07-29
97103,30,17.8,2020-07-29
97106,-1,-1,2020-07-29
97107,0,0,2020-07-29
97110,-1,-1,2020-07-29
97111,10,31.7,2020-07-29
97112,0,0,2020-07-29
97113,193,136.3,2020-07-29
97114,22,46.2,2020-07-29
97115,18,43.5,2020-07-29
97116,182,75.5,2020-07-29
97119,-1,-1,2020-07-29
97121,-1,-1,2020-07-29
97123,360,80.8,2020-07-29
97124,221,45.7,2020-07-29
97127,14,37.4,2020-07-29
97128,98,27.1,2020-07-29
97131,-1,-1,2020-07-29
97132,101,35.7,2020-07-29
97133,-1,-1,2020-07-29
97136,-1,-1,2020-07-29
97137,-1,-1,2020-07-29
97138,12,12.0,2020-07-29
97140,56,23.9,2020-07-29
97141,13,9.9,2020-07-29
97146,18,30.5,2020-07-29
97148,-1,-1,2020-07-29
97201,39,25.2,2020-07-29
97202,79,20.4,2020-07-29
97203,220,70.9,2020-07-29
97204,-1,-1,2020-07-29
97205,13,16.9,2020-07-29
97206,180,37.8,2020-07-29
97209,96,64.2,2020-07-29
97210,25,23.0,2020-07-29
97211,108,34.6,2020-07-29
97212,48,19.9,2020-07-29
97213,92,31.5,2020-07-29
97214,106,44.5,2020-07-29
97215,35,21.4,2020-07-29
97216,80,51.3,2020-07-29
97217,120,38.2,2020-07-29
97218,65,44.6,2020-07-29
97219,116,30.0,2020-07-29
97220,160,56.2,2020-07-29
97221,23,19.8,2020-07-29
97222,139,39.7,2020-07-29
97223,173,37.0,2020-07-29
97224,94,30.2,2020-07-29
97225,86,35.6,2020-07-29
97227,15,39.0,2020-07-29
97229,126,21.6,2020-07-29
97230,302,76.0,2020-07-29
97231,12,28.0,2020-07-29
97232,23,20.0,2020-07-29
97233,475,120.7,2020-07-29
97236,485,131.6,2020-07-29
97239,25,17.7,2020-07-29
97266,210,63.1,2020-07-29
97267,99,32.1,2020-07-29
97301,338,63.2,2020-07-29
97302,142,38.2,2020-07-29
97303,255,66.0,2020-07-29
97304,166,58.3,2020-07-29
97305,339,84.4,2020-07-29
97306,155,56.7,2020-07-29
97317,143,58.7,2020-07-29
97321,57,22.9,2020-07-29
97322,74,21.7,2020-07-29
97324,-1,-1,2020-07-29
97325,30,45.4,2020-07-29
97327,-1,-1,2020-07-29
97330,69,16.6,2020-07-29
97331,-1,-1,2020-07-29
97333,25,11.7,2020-07-29
97338,25,12.5,2020-07-29
97341,-1,-1,2020-07-29
97344,-1,-1,2020-07-29
97347,-1,-1,2020-07-29
97348,-1,-1,2020-07-29
97351,42,40.7,2020-07-29
97352,12,21.4,2020-07-29
97355,66,23.1,2020-07-29
97358,0,0,2020-07-29
97360,-1,-1,2020-07-29
97361,17,15.1,2020-07-29
97362,28,64.5,2020-07-29
97365,305,283.9,2020-07-29
97366,-1,-1,2020-07-29
97367,23,24.4,2020-07-29
97368,-1,-1,2020-07-29
97370,20,24.2,2020-07-29
97374,-1,-1,2020-07-29
97375,-1,-1,2020-07-29
97376,0,0,2020-07-29
97378,10,11.3,2020-07-29
97380,10,40.8,2020-07-29
97381,71,48.3,2020-07-29
97383,41,42.8,2020-07-29
97385,16,49.1,2020-07-29
97386,14,10.3,2020-07-29
97389,-1,-1,2020-07-29
97391,15,28.1,2020-07-29
97392,18,34.7,2020-07-29
97394,-1,-1,2020-07-29
97396,-1,-1,2020-07-29
97401,74,18.3,2020-07-29
97402,75,14.9,2020-07-29
97403,17,14.6,2020-07-29
97404,31,9.6,2020-07-29
97405,46,10.3,2020-07-29
97408,19,16.2,2020-07-29
97411,-1,-1,2020-07-29
97415,11,7.8,2020-07-29
97417,-1,-1,2020-07-29
97419,-1,-1,2020-07-29
97420,26,9.5,2020-07-29
97423,-1,-1,2020-07-29
97424,12,6.8,2020-07-29
97426,12,12.4,2020-07-29
97431,0,0,2020-07-29
97435,-1,-1,2020-07-29
97437,0,0,2020-07-29
97438,-1,-1,2020-07-29
97439,17,11.9,2020-07-29
97442,0,0,2020-07-29
97443,-1,-1,2020-07-29
97444,-1,-1,2020-07-29
97446,-1,-1,2020-07-29
97448,-1,-1,2020-07-29
97449,0,0,2020-07-29
97452,-1,-1,2020-07-29
97454,0,0,2020-07-29
97455,-1,-1,2020-07-29
97456,0,0,2020-07-29
97457,-1,-1,2020-07-29
97458,-1,-1,2020-07-29
97459,40,28.4,2020-07-29
97462,-1,-1,2020-07-29
97463,-1,-1,2020-07-29
97465,0,0,2020-07-29
97467,-1,-1,2020-07-29
97469,-1,-1,2020-07-29
97470,23,11.5,2020-07-29
97471,22,7.6,2020-07-29
97477,43,11.7,2020-07-29
97478,52,14.0,2020-07-29
97479,17,17.9,2020-07-29
97487,-1,-1,2020-07-29
97488,-1,-1,2020-07-29
97495,-1,-1,2020-07-29
97496,-1,-1,2020-07-29
97497,0,0,2020-07-29
97498,-1,-1,2020-07-29
97499,0,0,2020-07-29
97501,81,19.2,2020-07-29
97502,45,16.2,2020-07-29
97503,47,44.6,2020-07-29
97504,54,12.2,2020-07-29
97520,14,5.7,2020-07-29
97523,-1,-1,2020-07-29
97524,17,11.8,2020-07-29
97525,-1,-1,2020-07-29
97526,35,10.2,2020-07-29
97527,17,5.0,2020-07-29
97530,13,18.8,2020-07-29
97532,-1,-1,2020-07-29
97535,-1,-1,2020-07-29
97537,-1,-1,2020-07-29
97538,0,0,2020-07-29
97539,-1,-1,2020-07-29
97540,12,15.1,2020-07-29
97541,0,0,2020-07-29
97544,0,0,2020-07-29
97601,66,29.4,2020-07-29
97603,67,22.7,2020-07-29
97623,-1,-1,2020-07-29
97624,-1,-1,2020-07-29
97630,28,54.9,2020-07-29
97632,-1,-1,2020-07-29
97633,10,73.5,2020-07-29
97641,0,0,2020-07-29
97701,144,24.4,2020-07-29
97702,132,32.5,2020-07-29
97703,67,20.2,2020-07-29
97707,-1,-1,2020-07-29
97708,-1,-1,2020-07-29
97720,-1,-1,2020-07-29
97734,14,50.3,2020-07-29
97738,-1,-1,2020-07-29
97739,-1,-1,2020-07-29
97741,84,70.5,2020-07-29
97753,-1,-1,2020-07-29
97754,30,16.2,2020-07-29
97756,83,24.7,2020-07-29
97759,12,19.1,2020-07-29
97760,18,26.6,2020-07-29
97761,161,403.8,2020-07-29
97801,278,129.2,2020-07-29
97813,-1,-1,2020-07-29
