zip,count,rate_10k,date
97544,0,0,2020-09-02
97601,92,409.6,2020-09-02
97603,87,294.7,2020-09-02
97623,-1,-1,2020-09-02
97624,-1,-1,2020-09-02
97630,27,529.8,2020-09-02
97632,-1,-1,2020-09-02
97633,13,955.2,2020-09-02
97641,0,0,2020-09-02
97701,212,359.4,2020-09-02
97702,189,465.7,2020-09-02
97703,87,262.2,2020-09-02
97707,-1,-1,2020-09-02
97708,-1,-1,2020-09-02
97720,-1,-1,2020-09-02
97734,19,682,2020-09-02
97738,-1,-1,2020-09-02
97739,17,154.3,2020-09-02
97741,161,1351.6,2020-09-02
97753,-1,-1,2020-09-02
97754,52,280,2020-09-02
97756,129,384.5,2020-09-02
97759,25,397.2,2020-09-02
97760,25,370,2020-09-02
97761,263,6596.4,2020-09-02
97801,518,2407,2020-09-02
97813,-1,-1,2020-09-02
97814,65,525,2020-09-02
97818,302,7261.4,2020-09-02
97820,0,0,2020-09-02
97824,10,602,2020-09-02
97826,20,1843.3,2020-09-02
97827,13,494.7,2020-09-02
97828,-1,-1,2020-09-02
97836,11,554.7,2020-09-02
97838,1449,5716.9,2020-09-02
97844,118,3100.4,2020-09-02
97845,-1,-1,2020-09-02
97846,-1,-1,2020-09-02
97850,367,2164.6,2020-09-02
97862,133,1140.1,2020-09-02
97865,-1,-1,2020-09-02
97868,20,1004.5,2020-09-02
97869,-1,-1,2020-09-02
97875,121,4636,2020-09-02
97882,386,4974.2,2020-09-02
97883,-1,-1,2020-09-02
97885,-1,-1,2020-09-02
97886,12,1052.6,2020-09-02
97913,180,3256.7,2020-09-02
97914,894,4655,2020-09-02
97918,76,1675.1,2020-09-02
