Updated_2/12/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"149,576"
Total deaths,"2,094"
Positive tests,"196,624"
Negative tests,"3,187,079"
Total tests,"3,384,703"
