County,Cases1,Deaths2,Negatives3
Baker,111,2,2063
Benton,412,6,16379
Clackamas,2882,65,69968
Clatsop,235,0,6339
Columbia,239,1,8028
Coos,205,0,8122
Crook,76,1,2881
Curry,56,1,2144
Deschutes,1028,13,35239
Douglas,306,4,14419
Gilliam,11,0,337
Grant,10,0,990
Harney,13,0,896
Hood River,268,1,5560
Jackson,1448,6,38464
Jefferson,593,9,5335
Josephine,253,2,13497
Klamath,394,3,11248
Lake,35,0,1005
Lane,2011,22,73543
Lincoln,507,13,9461
Linn,726,14,19140
Malheur,1828,33,5916
Marion,5388,104,55274
Morrow,538,6,1955
Multnomah,8367,150,163213
Polk,618,15,10736
Sherman,18,0,372
Tillamook,69,0,3397
Umatilla,3242,43,14548
Union,455,2,4783
Wallowa,38,1,1102
Wasco,331,15,5608
Washington,5297,70,104508
Wheeler,1,0,176
Yamhill,926,15,19608
Total,38935,617,736254
