County,Cases1,Deaths2,Negatives3
Baker,100,2,1838
Benton,341,6,13950
Clackamas,2506,63,62645
Clatsop,224,0,5802
Columbia,191,1,7212
Coos,167,0,7138
Crook,63,1,2645
Curry,32,0,1862
Deschutes,880,12,31100
Douglas,251,4,13177
Gilliam,8,0,288
Grant,10,0,914
Harney,12,0,831
Hood River,253,0,5089
Jackson,1229,6,34809
Jefferson,555,8,4917
Josephine,212,2,12309
Klamath,295,3,10442
Lake,33,0,921
Lane,1361,18,66453
Lincoln,482,13,8855
Linn,552,13,17071
Malheur,1673,30,5420
Marion,4848,97,49674
Morrow,516,6,1822
Multnomah,7402,140,146475
Polk,543,15,9483
Sherman,18,0,343
Tillamook,53,0,3140
Umatilla,3064,41,13501
Union,445,2,4524
Wallowa,34,1,1020
Wasco,303,5,5175
Washington,4713,60,94558
Wheeler,0,0,164
Yamhill,794,14,17528
Total,34163,563,663130
