County,Cases1,Deaths2,Negatives3
Baker,1,0,258
Benton,57,5,3849
Clackamas,333,12,12692
Clatsop,45,0,1627
Columbia,16,0,1664
Coos,32,0,1641
Crook,7,0,626
Curry,7,0,389
Deschutes,133,0,6109
Douglas,28,0,2916
Gilliam,0,0,59
Grant,1,0,108
Harney,1,0,243
Hood River,28,0,1198
Jackson,69,0,7478
Jefferson,46,0,1057
Josephine,23,1,2493
Klamath,44,0,3656
Lake,2,0,151
Lane,80,3,12312
Lincoln,23,0,1629
Linn,121,9,4269
Malheur,32,0,749
Marion,1011,26,10325
Morrow,12,0,190
Multnomah,1224,62,28653
Polk,100,12,1979
Sherman,1,0,79
Tillamook,6,0,770
Umatilla,124,3,1817
Union,6,0,480
Wallowa,2,0,159
Wasco,29,1,1282
Washington,755,18,18669
Wheeler,0,0,99
Yamhill,75,7,3136
Total,4474,159,134811
