County,Cases1,Deaths2
Baker,431,5
Benton,1305,11
Clackamas,9736,111
Clatsop,529,3
Columbia,813,13
Coos,708,6
Crook,428,7
Curry,273,3
Deschutes,3842,22
Douglas,1341,37
Gilliam,34,1
Grant,169,1
Harney,131,1
Hood River,780,11
Jackson,5685,68
Jefferson,1381,16
Josephine,1125,20
Klamath,1832,16
Lake,190,4
Lane,6672,89
Lincoln,857,17
Linn,2552,32
Malheur,2820,50
Marion,13532,207
Morrow,794,8
Multnomah,24698,383
Polk,1909,25
Sherman,31,0
Tillamook,292,0
Umatilla,5417,56
Union,971,13
Wallowa,76,3
Wasco,867,22
Washington,15728,138
Wheeler,16,0
Yamhill,2580,34
Total,110545,1433
