Updated_4/28/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"182,916"
Total deaths,"2,490"
Positive tests,"264,001"
Negative tests,"4,386,811"
Total tests,"4,650,812"
