Updated_5/28/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"200,632"
Total deaths,"2,665"
Positive tests,"291,058"
Negative tests,"4,821,949"
Total tests,"5,113,007"
