County,Cases1,Deaths2,Negatives3
Baker,143,3,2306
Benton,464,6,18621
Clackamas,3309,66,77032
Clatsop,251,0,6853
Columbia,275,1,8772
Coos,262,1,9010
Crook,116,2,3188
Curry,58,1,2391
Deschutes,1209,13,39095
Douglas,373,8,15662
Gilliam,12,0,366
Grant,12,0,1058
Harney,37,0,961
Hood River,286,1,5925
Jackson,1865,7,42269
Jefferson,609,10,5704
Josephine,273,3,14775
Klamath,431,3,11938
Lake,47,0,1089
Lane,2501,27,82434
Lincoln,519,13,9912
Linn,863,16,21308
Malheur,1967,38,6412
Marion,6068,109,61654
Morrow,554,7,2111
Multnomah,9653,167,178755
Polk,675,15,12184
Sherman,22,0,388
Tillamook,75,0,3665
Umatilla,3461,45,15674
Union,487,2,5235
Wallowa,51,2,1217
Wasco,352,16,5999
Washington,6082,78,114696
Wheeler,1,0,187
Yamhill,1025,15,21703
Total,44388,675,810549
