County,Cases1,Deaths2,Negatives3
Baker,88,2,1448
Benton,240,6,11439
Clackamas,2126,58,54781
Clatsop,100,0,5075
Columbia,138,1,6311
Coos,131,0,5920
Crook,59,1,2375
Curry,25,0,1490
Deschutes,711,12,26154
Douglas,183,3,11630
Gilliam,4,0,256
Grant,8,0,813
Harney,12,0,740
Hood River,238,0,4628
Jackson,943,3,29621
Jefferson,482,8,4380
Josephine,174,2,10690
Klamath,240,2,9405
Lake,29,0,798
Lane,825,11,56867
Lincoln,471,13,8190
Linn,424,13,14846
Malheur,1354,22,4595
Marion,4174,85,43203
Morrow,465,4,1592
Multnomah,6458,126,128538
Polk,469,15,7929
Sherman,18,0,321
Tillamook,44,0,2774
Umatilla,2812,40,12248
Union,429,2,3100
Wallowa,23,1,882
Wasco,225,3,4541
Washington,4046,52,83535
Wheeler,0,0,156
Yamhill,697,14,15603
Total,28865,499,576874
