Updated_4/26/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"181,321"
Total deaths,"2,486"
Positive tests,"261,887"
Negative tests,"4,356,841"
Total tests,"4,618,728"
