County,Cases1,Deaths2,Negatives3
Baker,1,0,317
Benton,63,5,4321
Clackamas,446,14,14988
Clatsop,46,0,1819
Columbia,17,0,1870
Coos,32,0,1858
Crook,8,0,721
Curry,7,0,444
Deschutes,135,0,6931
Douglas,29,0,3447
Gilliam,0,0,71
Grant,1,0,123
Harney,1,0,269
Hood River,68,0,1733
Jackson,76,0,8435
Jefferson,67,0,1299
Josephine,23,1,2904
Klamath,46,0,3888
Lake,4,0,181
Lane,85,3,14669
Lincoln,170,0,2425
Linn,124,9,5094
Malheur,33,1,877
Marion,1105,30,11690
Morrow,13,0,222
Multnomah,1404,66,33436
Polk,108,12,2192
Sherman,1,0,117
Tillamook,6,0,879
Umatilla,152,3,2046
Union,8,0,577
Wallowa,4,0,215
Wasco,35,1,1632
Washington,828,18,21105
Wheeler,0,0,101
Yamhill,91,8,3635
Total,5237,171,"156,531"
