County,Cases1,Deaths2,Negatives3
Baker,1,0,235
Benton,55,5,3759
Clackamas,312,11,11757
Clatsop,45,0,1523
Columbia,16,0,1551
Coos,31,0,1505
Crook,6,0,576
Curry,7,0,352
Deschutes,125,0,5398
Douglas,27,0,2727
Gilliam,0,0,58
Grant,1,0,102
Harney,1,0,216
Hood River,18,0,1038
Jackson,66,0,6824
Jefferson,33,0,881
Josephine,23,1,2237
Klamath,44,0,3555
Lake,2,0,130
Lane,73,3,11014
Lincoln,12,0,1488
Linn,115,9,4080
Malheur,32,0,712
Marion,960,25,9662
Morrow,11,0,182
Multnomah,1165,59,26771
Polk,98,12,1871
Sherman,1,0,78
Tillamook,6,0,715
Umatilla,116,3,1674
Union,6,0,425
Wallowa,2,0,138
Wasco,24,1,1178
Washington,739,17,17538
Wheeler,0,0,98
Yamhill,70,7,2887
Total,4243,153,124935
