Updated_3/4/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"156,673"
Total deaths,"2,284"
Positive tests,"226,145"
Negative tests,"3,571,922"
Total tests,"3,798,067"
