County,Cases1,Deaths2
Baker,969,15
Benton,3186,22
Clackamas,18190,223
Clatsop,1006,8
Columbia,1813,29
Coos,2139,36
Crook,1195,22
Curry,663,10
Deschutes,9564,79
Douglas,3499,74
Gilliam,63,1
Grant,529,6
Harney,371,8
Hood River,1202,32
Jackson,11194,143
Jefferson,2289,38
Josephine,3458,71
Klamath,4650,73
Lake,462,7
Lane,13435,152
Lincoln,1397,21
Linn,5299,76
Malheur,3555,63
Marion,22723,315
Morrow,1129,16
Multnomah,39361,604
Polk,3853,53
Sherman,59,1
Tillamook,661,4
Umatilla,8372,86
Union,1461,23
Wallowa,187,5
Wasco,1410,28
Washington,26215,237
Wheeler,34,1
Yamhill,4617,78
Total,200210,2660
