County,Cases1,Deaths2,Negatives3
Baker,89,2,1496
Benton,247,6,11928
Clackamas,2199,61,56117
Clatsop,106,0,5225
Columbia,148,1,6513
Coos,134,0,6249
Crook,60,1,2434
Curry,26,0,1579
Deschutes,739,12,27487
Douglas,195,3,11983
Gilliam,7,0,259
Grant,10,0,845
Harney,12,0,753
Hood River,240,0,4717
Jackson,1007,3,31165
Jefferson,503,8,4446
Josephine,180,2,11150
Klamath,267,2,9673
Lake,29,0,833
Lane,913,14,59137
Lincoln,470,13,8351
Linn,449,13,15394
Malheur,1470,23,4711
Marion,4336,89,44582
Morrow,477,5,1627
Multnomah,6690,129,131725
Polk,489,15,8253
Sherman,18,0,324
Tillamook,47,0,2847
Umatilla,2881,41,12499
Union,435,2,3339
Wallowa,28,1,911
Wasco,230,3,4664
Washington,4208,58,86088
Wheeler,0,0,159
Yamhill,721,14,16109
Total,30060,521,595574
