County,Cases1,Deaths2,Negatives3
Baker,67,2,1334
Benton,206,6,10154
Clackamas,1861,55,48981
Clatsop,94,0,4615
Columbia,127,1,5595
Coos,106,0,5045
Crook,54,1,2183
Curry,20,0,1259
Deschutes,677,11,22939
Douglas,173,2,9915
Gilliam,4,0,237
Grant,8,0,659
Harney,11,0,680
Hood River,222,0,4306
Jackson,747,2,23282
Jefferson,450,7,4087
Josephine,152,2,8491
Klamath,225,2,8617
Lake,30,0,621
Lane,667,5,50960
Lincoln,458,13,7481
Linn,366,12,13140
Malheur,1073,16,4050
Marion,3624,77,38023
Morrow,425,3,1446
Multnomah,5810,113,113110
Polk,396,13,6782
Sherman,16,0,298
Tillamook,38,0,2522
Umatilla,2594,35,11053
Union,410,2,2891
Wallowa,22,1,812
Wasco,206,3,4209
Washington,3626,35,73483
Wheeler,0,0,149
Yamhill,606,14,13758
Total,25571,433,507167
