Updated_2/25/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"154,554"
Total deaths,"2,204"
Positive tests,"201,942"
Negative tests,"3,344,375"
Total tests,"3,546,317"
