County,Cases1,Deaths2
Baker,504,5
Benton,1459,11
Clackamas,10664,116
Clackams,1,0
Clatsop,607,3
Columbia,906,16
Coos,845,13
Crook,509,8
Curry,299,3
Deschutes,4322,24
Douglas,1495,42
Gilliam,41,1
Grant,174,1
Harney,150,3
Hood River,864,20
Jackson,6281,75
Jefferson,1582,20
Josephine,1356,28
Klamath,2067,21
Lake,217,4
Lane,7411,95
Lincoln,929,17
Linn,2833,36
Malheur,2976,51
Marion,14927,219
Morrow,854,8
Multnomah,26295,405
Polk,2151,33
Sherman,43,0
Tillamook,342,2
Umatilla,6146,59
Union,1012,16
Wallowa,86,3
Wasco,952,22
Washington,16902,150
Wheeler,17,1
Yamhill,2866,37
Total,121085,1568
