Updated_5/12/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"193,014"
Total deaths,"2,558"
Positive tests,"277,646"
Negative tests,"4,589,424"
Total tests,"4,867,070"
