County,Cases1,Deaths2,Negatives3
Baker,1,0,485
Benton,82,5,6073
Clackamas,733,24,22116
Clatsop,48,0,2334
Columbia,29,0,2661
Coos,41,0,2662
Crook,10,0,1033
Curry,7,0,667
Deschutes,181,0,10495
Douglas,40,0,4904
Gilliam,0,0,93
Grant,1,0,188
Harney,1,0,396
Hood River,88,0,2263
Jackson,114,0,11830
Jefferson,112,0,1919
Josephine,33,1,4057
Klamath,119,0,4930
Lake,17,0,244
Lane,151,3,22620
Lincoln,312,2,4546
Linn,144,9,6684
Malheur,108,1,1406
Marion,1514,46,16514
Morrow,61,1,455
Multnomah,2202,69,49326
Polk,141,12,2807
Sherman,1,0,141
Tillamook,9,0,1208
Umatilla,492,4,3449
Union,337,1,1553
Wallowa,8,0,420
Wasco,69,1,2133
Washington,1331,20,31094
Wheeler,0,0,119
Yamhill,119,8,5153
Total,8656,207,"228,978"
