County,Cases1,Deaths2,Negatives3
Baker,1,0,477
Benton,82,5,6050
Clackamas,716,24,21914
Clatsop,49,0,2319
Columbia,29,0,2641
Coos,40,0,2624
Crook,10,0,1024
Curry,7,0,660
Deschutes,172,0,10392
Douglas,40,0,4863
Gilliam,0,0,93
Grant,1,0,185
Harney,1,0,385
Hood River,88,0,2252
Jackson,109,0,11712
Jefferson,100,0,1894
Josephine,32,1,4022
Klamath,116,0,4894
Lake,15,0,243
Lane,145,3,22369
Lincoln,310,2,4534
Linn,140,9,6666
Malheur,101,1,1356
Marion,1489,43,16423
Morrow,61,1,449
Multnomah,2167,69,48638
Polk,139,12,2794
Sherman,1,0,141
Tillamook,9,0,1187
Umatilla,482,4,3404
Union,327,1,1537
Wallowa,8,0,417
Wasco,68,1,2119
Washington,1315,20,30766
Wheeler,0,0,118
Yamhill,115,8,5086
Total,8485,204,"226,648"
