Updated_3/31/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"165,012"
Total deaths,"2,383"
Positive tests,"239,269"
Negative tests,"3,952,671"
Total tests,"4,191,940"
