Updated_2/4/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"145,320"
Total deaths,"1,998"
Positive tests,"191,923"
Negative tests,"3,061,742"
Total tests,"3,253,665"
