County,Cases1,Deaths2,Negatives3
Baker,89,2,1484
Benton,245,6,11845
Clackamas,2186,61,55821
Clatsop,105,0,5198
Columbia,145,1,6474
Coos,134,0,6199
Crook,60,1,2417
Curry,26,0,1556
Deschutes,732,12,27264
Douglas,194,3,11905
Gilliam,7,0,259
Grant,8,0,837
Harney,12,0,751
Hood River,239,0,4702
Jackson,994,3,30846
Jefferson,496,8,4434
Josephine,180,2,11038
Klamath,260,2,9611
Lake,29,0,830
Lane,890,14,58400
Lincoln,470,13,8310
Linn,438,13,15271
Malheur,1460,23,4682
Marion,4309,88,44212
Morrow,476,5,1625
Multnomah,6649,130,131072
Polk,487,15,8143
Sherman,18,0,324
Tillamook,46,0,2832
Umatilla,2874,41,12459
Union,435,2,3278
Wallowa,29,1,907
Wasco,230,3,4637
Washington,4180,58,85647
Wheeler,0,0,159
Yamhill,718,14,15994
Total,29850,521,591423
