Updated_4/15/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"172,931"
Total deaths,"2,455"
Positive tests,"249,152"
Negative tests,"4,162,750"
Total tests,"4,411,902"
