County,Cases1,Deaths2,Negatives3
Baker,33,0,976
Benton,157,6,8283
Clackamas,1421,36,38494
Clatsop,82,0,3517
Columbia,79,0,4357
Coos,85,0,3943
Crook,43,1,1718
Curry,14,0,1021
Deschutes,540,8,18041
Douglas,134,1,7874
Gilliam,4,0,162
Grant,2,0,508
Harney,8,0,555
Hood River,169,0,3593
Jackson,394,1,18887
Jefferson,311,3,3123
Josephine,107,1,6692
Klamath,196,1,7017
Lake,32,0,487
Lane,523,3,41172
Lincoln,395,9,6683
Linn,254,10,10623
Malheur,676,10,3186
Marion,2692,68,29807
Morrow,305,1,1118
Multnomah,4497,93,87550
Polk,296,12,4870
Sherman,15,0,243
Tillamook,30,0,2026
Umatilla,2060,24,9010
Union,388,2,2419
Wallowa,19,1,666
Wasco,170,3,3297
Washington,2849,23,56373
Wheeler,0,0,137
Yamhill,386,11,9337
Total,19366,328,397765
