Updated_4/21/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"177,134"
Total deaths,"2,466"
Positive tests,"256,404"
Negative tests,"4,270,044"
Total tests,"4,526,448"
