County,Cases1,Deaths2,Negatives3
Baker,67,2,1342
Benton,207,6,10205
Clackamas,1878,55,49532
Clatsop,95,0,4683
Columbia,128,1,5669
Coos,106,0,5108
Crook,54,1,2192
Curry,20,0,1267
Deschutes,681,11,23143
Douglas,174,2,9957
Gilliam,4,0,239
Grant,8,0,661
Harney,11,0,681
Hood River,223,0,4342
Jackson,762,2,23495
Jefferson,452,7,4103
Josephine,154,2,8584
Klamath,230,2,8641
Lake,30,0,634
Lane,672,5,51536
Lincoln,459,13,7533
Linn,371,12,13269
Malheur,1085,17,4068
Marion,3662,77,38389
Morrow,420,3,1461
Multnomah,5833,113,114574
Polk,399,13,6872
Sherman,16,0,301
Tillamook,38,0,2549
Umatilla,2599,35,11227
Union,412,2,2903
Wallowa,22,1,816
Wasco,206,3,4237
Washington,3673,39,74666
Wheeler,0,0,149
Yamhill,610,14,13927
Total,25761,438,512955
