County,Cases1,Deaths2,Negatives3
Baker,9,0,614
Benton,105,6,6634
Clackamas,925,27,26786
Clatsop,55,0,2693
Columbia,47,0,3189
Coos,52,0,2979
Crook,18,1,1165
Curry,9,0,777
Deschutes,237,0,12150
Douglas,58,0,5667
Gilliam,1,0,117
Grant,1,0,391
Harney,2,0,443
Hood River,103,0,2647
Jackson,173,0,13702
Jefferson,160,0,2227
Josephine,55,1,4887
Klamath,131,1,5386
Lake,24,0,294
Lane,281,3,27354
Lincoln,362,5,5074
Linn,172,10,7771
Malheur,286,1,2018
Marion,1770,53,19691
Morrow,131,1,634
Multnomah,2730,72,60661
Polk,171,12,3223
Sherman,3,0,180
Tillamook,16,0,1541
Umatilla,937,7,4989
Union,368,2,1792
Wallowa,13,0,481
Wasco,106,1,2431
Washington,1764,20,38205
Wheeler,0,0,122
Yamhill,179,9,6401
Total,11454,232,275316
