County,Cases1,Deaths2,Negatives3
Baker,1,0,181
Benton,55,5,3518
Clackamas,290,10,10294
Clatsop,45,0,1369
Columbia,16,0,1370
Coos,31,0,1291
Crook,5,0,484
Curry,6,0,298
Deschutes,119,0,4516
Douglas,25,0,2165
Gilliam,0,0,49
Grant,1,0,97
Harney,1,0,187
Hood River,12,0,933
Jackson,57,0,6039
Jefferson,25,0,742
Josephine,25,1,1890
Klamath,41,0,3115
Lake,0,0,113
Lane,67,2,8614
Lincoln,9,0,1284
Linn,116,9,3611
Malheur,28,0,586
Marion,905,25,8429
Morrow,12,0,156
Multnomah,1040,58,23459
Polk,96,10,1654
Sherman,1,0,69
Tillamook,6,0,619
Umatilla,111,3,1444
Union,6,0,329
Wallowa,2,0,98
Wasco,18,1,1041
Washington,690,17,15290
Wheeler,0,0,78
Yamhill,65,7,2611
Total,3927,148,108253
