County,Cases1,Deaths2,Negatives3
Baker,77,2,1400
Benton,221,6,10900
Clackamas,2022,57,52828
Clatsop,97,0,4927
Columbia,132,1,6073
Coos,123,0,5615
Crook,57,1,2330
Curry,22,0,1356
Deschutes,699,11,24884
Douglas,180,3,10730
Gilliam,4,0,246
Grant,8,0,781
Harney,12,0,717
Hood River,238,0,4524
Jackson,864,3,24948
Jefferson,468,7,4285
Josephine,168,2,9336
Klamath,235,2,9119
Lake,31,0,743
Lane,769,6,54845
Lincoln,467,13,7877
Linn,398,13,14249
Malheur,1249,20,4399
Marion,3964,81,41436
Morrow,453,3,1541
Multnomah,6185,123,123086
Polk,440,15,7569
Sherman,18,0,309
Tillamook,40,0,2685
Umatilla,2753,38,11917
Union,420,2,3023
Wallowa,23,1,856
Wasco,214,3,4399
Washington,3898,48,80335
Wheeler,0,0,155
Yamhill,652,14,14905
Total,27601,475,549328
