Updated_5/3/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"186,877"
Total deaths,"2,502"
Positive tests,"269,377"
Negative tests,"4,458,961"
Total tests,"4,728,338"
