Updated_2/19/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"152,190"
Total deaths,"2,149"
Positive tests,"199,381"
Negative tests,"3,266,406"
Total tests,"3,465,787"
