County,Cases1,Deaths2
Baker,600,7
Benton,2013,14
Clackamas,12743,153
Clatsop,751,5
Columbia,1136,20
Coos,1166,17
Crook,710,15
Curry,342,5
Deschutes,5509,47
Douglas,1946,48
Gilliam,53,1
Grant,217,1
Harney,214,6
Hood River,1028,26
Jackson,7673,105
Jefferson,1817,25
Josephine,2069,37
Klamath,2669,52
Lake,298,6
Lane,9461,114
Lincoln,1095,18
Linn,3395,51
Malheur,3293,56
Marion,17626,266
Morrow,994,12
Multnomah,30541,481
Polk,2787,41
Sherman,52,0
Tillamook,383,2
Umatilla,7307,76
Union,1215,18
Wallowa,114,3
Wasco,1185,24
Washington,20199,191
Wheeler,22,1
Yamhill,3515,58
Total,146138,2002
