County,Cases1,Deaths2
Baker,573,5
Benton,1720,14
Clackamas,11760,138
Clatsop,687,5
Columbia,1054,18
Coos,941,15
Crook,623,10
Curry,324,5
Deschutes,5036,37
Douglas,1692,43
Gilliam,51,1
Grant,213,1
Harney,175,4
Hood River,955,21
Jackson,6970,85
Jefferson,1707,25
Josephine,1770,34
Klamath,2453,38
Lake,232,5
Lane,8418,110
Lincoln,1001,17
Linn,3123,46
Malheur,3135,52
Marion,16312,239
Morrow,942,10
Multnomah,28586,459
Polk,2469,40
Sherman,47,0
Tillamook,367,2
Umatilla,6803,68
Union,1118,16
Wallowa,96,3
Wasco,1085,23
Washington,18808,173
Wheeler,20,1
Yamhill,3202,45
Total,134468,1808
