County,Cases1,Deaths2,Negatives3
Baker,12,0,651
Benton,116,6,6831
Clackamas,1027,29,28522
Clatsop,56,0,2819
Columbia,57,0,3392
Coos,55,0,3083
Crook,19,1,1227
Curry,9,0,806
Deschutes,276,0,12897
Douglas,66,0,5964
Gilliam,2,0,120
Grant,1,0,421
Harney,2,0,458
Hood River,109,0,2780
Jackson,187,0,14274
Jefferson,169,0,2367
Josephine,64,1,5045
Klamath,140,1,5683
Lake,24,0,339
Lane,317,3,28901
Lincoln,360,7,5225
Linn,184,10,8092
Malheur,434,3,2252
Marion,1939,56,21192
Morrow,161,1,698
Multnomah,3038,72,64905
Polk,180,12,3397
Sherman,5,0,192
Tillamook,19,0,1600
Umatilla,1115,8,5439
Union,372,2,1862
Wallowa,15,0,504
Wasco,119,2,2587
Washington,1945,21,41095
Wheeler,0,0,125
Yamhill,211,9,6906
Total,12805,244,292651
