County,Cases1,Deaths2,Negatives3
Baker,106,2,1949
Benton,374,6,14836
Clackamas,2645,64,64570
Clatsop,228,0,6053
Columbia,224,1,7517
Coos,193,0,7541
Crook,65,1,2743
Curry,33,0,1967
Deschutes,954,13,32716
Douglas,275,4,13754
Gilliam,9,0,321
Grant,10,0,943
Harney,12,0,853
Hood River,258,0,5295
Jackson,1311,6,36170
Jefferson,579,8,5129
Josephine,229,2,12841
Klamath,365,3,10729
Lake,34,0,955
Lane,1674,20,69080
Lincoln,492,13,9135
Linn,630,14,17806
Malheur,1730,33,5660
Marion,5059,101,51875
Morrow,529,6,1873
Multnomah,7746,145,150908
Polk,574,15,9950
Sherman,18,0,353
Tillamook,59,0,3243
Umatilla,3138,42,13850
Union,449,2,4665
Wallowa,36,1,1050
Wasco,313,13,5384
Washington,4921,65,98243
Wheeler,0,0,169
Yamhill,844,14,18136
Total,36116,594,688262
