County,Cases1,Deaths2,Negatives3
Baker,90,2,1467
Benton,244,6,11749
Clackamas,2178,61,55601
Clatsop,103,0,5156
Columbia,145,1,6460
Coos,132,0,6178
Crook,60,1,2411
Curry,26,0,1544
Deschutes,728,12,27174
Douglas,192,3,11850
Gilliam,7,0,259
Grant,8,0,836
Harney,12,0,748
Hood River,238,0,4677
Jackson,981,3,30556
Jefferson,491,8,4423
Josephine,180,2,10976
Klamath,246,2,9581
Lake,29,0,822
Lane,875,14,57977
Lincoln,472,13,8277
Linn,437,13,15176
Malheur,1444,23,4667
Marion,4287,88,43987
Morrow,476,5,1620
Multnomah,6618,129,130601
Polk,484,15,8099
Sherman,18,0,324
Tillamook,46,0,2823
Umatilla,2872,41,12416
Union,433,2,3266
Wallowa,23,1,895
Wasco,228,3,4628
Washington,4145,57,85107
Wheeler,0,0,158
Yamhill,714,14,15913
Total,29662,519,588402
