Updated_3/29/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"164,164"
Total deaths,"2,375"
Positive tests,"237,830"
Negative tests,"3,927,174"
Total tests,"4,165,004"
