County,Cases1,Deaths2,Negatives3
Baker,8,0,596
Benton,99,6,6557
Clackamas,914,27,26350
Clatsop,55,0,2656
Columbia,47,0,3119
Coos,52,0,2969
Crook,17,1,1148
Curry,9,0,771
Deschutes,229,0,11960
Douglas,56,0,5603
Gilliam,1,0,116
Grant,1,0,218
Harney,2,0,434
Hood River,99,0,2615
Jackson,164,0,13561
Jefferson,145,0,2195
Josephine,54,1,4831
Klamath,131,1,5378
Lake,24,0,286
Lane,271,3,27027
Lincoln,363,4,5003
Linn,168,10,7610
Malheur,266,1,1983
Marion,1743,53,19305
Morrow,132,1,633
Multnomah,2694,72,59541
Polk,168,12,3164
Sherman,3,0,179
Tillamook,15,0,1525
Umatilla,886,7,4942
Union,367,1,1774
Wallowa,12,0,473
Wasco,102,1,2411
Washington,1720,20,37517
Wheeler,0,0,122
Yamhill,171,9,6315
Total,11188,230,270887
