County,Cases1,Deaths2,Negatives3
Baker,86,2,1425
Benton,231,6,11265
Clackamas,2099,58,54153
Clatsop,97,0,5030
Columbia,136,1,6231
Coos,126,0,5805
Crook,59,1,2354
Curry,24,0,1457
Deschutes,706,12,25717
Douglas,182,3,11384
Gilliam,4,0,255
Grant,8,0,806
Harney,12,0,734
Hood River,238,0,4583
Jackson,928,3,26075
Jefferson,477,7,4348
Josephine,173,2,9830
Klamath,237,2,9325
Lake,30,0,784
Lane,812,10,56221
Lincoln,470,13,8128
Linn,416,13,14632
Malheur,1310,21,4526
Marion,4106,85,42765
Morrow,461,4,1575
Multnomah,6365,124,126840
Polk,460,15,7820
Sherman,18,0,319
Tillamook,45,0,2749
Umatilla,2799,40,12133
Union,424,2,3064
Wallowa,23,1,877
Wasco,223,3,4489
Washington,4002,52,82429
Wheeler,0,0,156
Yamhill,684,14,15322
Total,28471,494,565606
