Updated_3/5/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"156,884"
Total deaths,"2,293"
Positive tests,"226,972"
Negative tests,"3,624,001"
Total tests,"3,850,973"
