Updated_2/5/2021_with_data_from_12:01_am_(updated_Monday_-_Friday)
Total cases,"146,138"
Total deaths,"2,002"
Positive tests,"192,701"
Negative tests,"3,078,780"
Total tests,"3,271,481"
