County,Cases1,Deaths2,Negatives3
Baker,291,4,0
Benton,845,7,0
Clackamas,6727,81,0
Clatsop,373,0,0
Columbia,539,4,0
Coos,453,3,0
Crook,244,6,0
Curry,146,2,0
Deschutes,2517,15,0
Douglas,981,19,0
Gilliam,23,0,0
Grant,138,1,0
Harney,104,1,0
Hood River,430,3,0
Jackson,4017,37,0
Jefferson,874,11,0
Josephine,578,5,0
Klamath,926,5,0
Lake,143,1,0
Lane,4507,47,0
Lincoln,665,15,0
Linn,1600,23,0
Malheur,2459,45,0
Marion,9634,147,0
Morrow,671,7,0
Multnomah,18149,245,0
Polk,1332,19,0
Sherman,23,0,0
Tillamook,147,0,0
Umatilla,4468,50,0
Union,809,8,0
Wallowa,72,3,0
Wasco,543,19,0
Washington,10929,103,0
Wheeler,6,0,0
Yamhill,1797,17,0
Total,78160,953,0
